keyword,title,creator,abstract,year,publisher,subject,item_url
kievan rus,Perevodcheskai︠a︡ dei︠a︡telʹnostʹ v domongolʹskoĭ Rusi : lingvisticheskiĭ aspekt,,Includes bibliographical references (p. [357]-382) and index.,2011,,russian language | to 1300 | kievan rus | translating and interpreting | history,//lccn.loc.gov/2012378669
kievan rus,Na puti v Moskvu : Ocherki genealogii voenno-sluzhiloĭ znati Severo-Vostochnoĭ Rusi v XIII--seredine XV v.,,Includes bibliographical references.,2014,,kievan rus | aristocracy (social class) | russia | genealogy | history | nobility | historiography,//lccn.loc.gov/2014421516
kievan rus,Stepennai︠a︡ kniga t︠s︡arskogo rodoslovii︠a︡ po drevneĭshim spiskam : teksty i kommentarii v trekh tomakh,,Includes bibliographical references and indexes. т. 1. Житие св. княгини Ольги ; Степени I-X -- т. 2. Степени XI-XВII ; Приложения ; Указатели -- т. 3. Комментарий.,2007,,kievan rus | to 1533 | russia | history | sources | kings and rulers,//lccn.loc.gov/2008368293
kievan rus,"Vosstanet t︠s︡esarʹ v opustevsheĭ zemle"" : li︠u︡di, vremi︠a︡ i prostranstvo russkoĭ istorii : k 70-letii︠u︡ professora N.S. Borisova : sbornik nauchnykh stateĭ",,"At head of title: Moskovskiĭ gosudarstvennyĭ universitet imeni M.V. Lomonosova, Istoricheskiĭ fakulʹtet. Includes bibliographical references. Saint Petersburg : Aleteĭi︠a︡, 2020. Abstracts in English. Description based on online resource; title from digital title page (East View, viewed August 2, 2022) At head of title: Московский государственный университет имени М.В. Ломоносова, Исторический факультет.",2020,,"historiography | borisov, n. s. | kievan rus | russia | history | nikolaĭ sergeevich)",//lccn.loc.gov/2022551071
kievan rus,Povsednevnai︠a︡ zhiznʹ i︠a︡zycheskoĭ Rusi,,"Includes bibliographical references (pages 266-289). Description based on online resource; title from digital title page (East View, viewed July 28, 2023). Мир глазами язычников -- Годовой круг и его границы -- Четыре стихии -- Языческий пантеон -- Человек -- ""Не петь курице петухом, не быть бабе мужиком"" : мужское и женское начала -- Вече -- Суд судити не по посулам... -- ""Красота воину--оружие"" -- Торг--торжище--купля -- ""Без четырех углов изба не строится"" -- Приход в гости и ""гостинноприимство"" -- От зари до зари... -- ""Из одного колосoчка будет жита бочка"" : земледелие -- ""Животинке водиться, где хлебу родиться"" : скотоводство -- Коневодство -- ""Чужую курочку щипли, а свою за крылышко держи"" -- Рыболовство -- Баня--мыльня--мовница -- ""Рожь к овину, а метла--к лесу"" -- Охота--ловля -- Пчеловодство -- Ремесло--занятие ""знающих людей"" -- ""Тонко прясть, ловко шить..."" -- Одежда -- ""Уж ты, сад, ты мой сад..."" -- Праздники -- Свадьба -- Скоморохи -- Смеховое антиповедение : бесчинства -- ""Хворь, выйди вон!"" -- Похороны и поминки.",2021,,"paganism | kievan rus | religion | slavs, eastern | social life and customs",//lccn.loc.gov/2022552366
kievan rus,Vizantiĭskie istochniki po istorii drevneĭ Rusi i Kavkaza,,Includes bibliographical references.,1999,,kievan rus | byzantine empire | history | black sea region | sources | relations | historiography,//lccn.loc.gov/00352009
kievan rus,Udivitelʹnye sudʹby udivitelʹnykh veshcheĭ,,"Description based on online resource; title from digital title page (East View, viewed July 20, 2024).",2023,,miscellanea | kievan rus | kyivan rus | russia | curiosities and wonders | history | antiquities,//lccn.loc.gov/2024768368
kievan rus,Radyslava : Istorii︠a︡ odnoho kokhanni︠a︡ : roman,,"Description based on online resource; title from digital title page (East View, viewed October 22, 2023).",2022,,man-woman relationships | kievan rus | kyivan rus | history | married women | fiction,//lccn.loc.gov/2024768471
kievan rus,Voĭny i druzhiny Drevneĭ Rusi : monografii︠a︡,,"Includes bibliographical references (pages 454-464). Description based on online resource; title from digital title page (East View, viewed August 20, 2022)",2016,,"military art and science | history | kievan rus | slavs, eastern | history, military | wars",//lccn.loc.gov/2022552566
kievan rus,"Vizantii︠a︡, Bolgarii︠a︡, Drevni︠a︡i︠a︡ Rusʹ : IX-nachalo XII v.",,"""Nauchnoe izdanie."" At head of title: Rossiĭskai︠a︡ akademii︠a︡ nauk. Institut slavi︠a︡novedenii︠a︡. Includes bibliographical references (p. [368]-394) and indexes.",2000,,bulgaria | civilization | kievan rus | slavic countries | byzantine influences | byzantine empire | history | relations,//lccn.loc.gov/2003625209
kievan rus,"Vsego esi ispolnena zemli︠a︡ russkai︠a︡--"" : lichnosti i mentalʹnostʹ russkogo srednevekovʹi︠a︡ : ocherki",,Includes bibliographical references and index.,2001,,"national characteristics, russian | kievan rus | kings and rulers | russia | history | philosophy | biography",//lccn.loc.gov/2002323878
kievan rus,Pid znakom Tryzuba : Volodymyr Velykyĭ ta ĭoho derz︠h︡ava,,"Includes bibliographical references. Description based on online resource; title from digital title page (East View, viewed February 17th, 2025).",2024,,"approximately 956 | vladimir | kievan rus | vladimir, 972 | history | grand duke of kyïv",//lccn.loc.gov/2024768456
kievan rus,100 key Ukrainian personalities,,"Abstract also in Ukrainian. Description based on online resource; title from digital title page (East View, viewed April 14, 2024).",2020,,europe | ukraine | biographies | kievan rus | kyivan rus | histoire | history | russie kiévienne | biography,//lccn.loc.gov/2025556380
kievan rus,Severskai︠a︡ zemli︠a︡ i strana vi︠a︡ticheĭ : ocherki ėtnopoliticheskoĭ istorii IV-XII vv. : monografii︠a︡,,"Includes bibliographical references (pages 183-193). Description based on online resource; title from digital title page (East View, viewed August 1, 2023). Булгары, хазары, русы -- Славяне Днепровского Левобережья и Подонья в VI-XI веках -- Вятичи.",2022,,"ethnology | russia, northern | kievan rus | severiane (slavic people) | viatichi (slavic people) | history",//lccn.loc.gov/2022552412
kievan rus,I︠A︡nʹ Vyshatich : provodnik po istorii Rusi XI veka,,"Includes bibliographical references (pages 166-171). In Russian and Old Russian. Description based on online resource; title from digital title page (East View, viewed July 21, 2023). ""Аще погыну, то с дружиною"" : Вышата -- ""Бывши бо единою скудости в Ростовьстѣи области"" : о территориальной структуре Руси -- ""Встаста два волъхва..."" и вопрос о древнерусском язычестве -- ""Чья еста смерда?"" : о самой загадочной категории населения Древней Руси -- ""Яневи же идущю с топорцем"" : описание боевой схватки -- Русская Правда в действии -- ""Оборотя топоръ, удари и тыльемь : об атрибуции произведений древнерусской книжности -- ""Воеводьство держащю Кыевьскыя тысяща Яневи"" : тысяцкие и воеводы -- ""Нача любити смысл уных... негодовати дружины своея первыя"" : о структуре древнерусской знати -- Не хужии бѣ первых праведник -- ""Зажегше град свои, ступим въ Гречьску землю..."".",2022,,"civilization | politics and government | kievan rus | vyshatich, i︠a︡n | history | sources | statesmen | biography",//lccn.loc.gov/2022554437
kievan rus,Istoriosofii︠a︡ vneshneĭ politiki Rossii : ot Drevneĭ Rusi do nashikh dneĭ,,"Electronic reproduction. Moscow : Mezhdunarodnye otnoshenii︠a︡ (Firm), 2022. Description based on online resource; title from digital title page (East View, viewed July 29, 2023). Access is available to the Yale community. Внешняя политика Древней Руси -- Внешняя политика Московского государства -- Внешняя политика Российской империи -- Внешняя политика Советского Союза -- Внешняя политика Российской Федерации.",2022,,muscovy (grand duchy) | foreign relations | soviet union | kievan rus | russia (federation) | russia,//lccn.loc.gov/2022550741
kievan rus,Kievskai︠a︡ letopisʹ,,"Preface and index in Russian, text of Letopisʹ in Old Russian. Includes index. At head of title: Rossiĭskai︠a︡ akademii︠a︡ nauk, Institut russkogo i︠a︡zyka im. V.V. Vinogradova. ""Nauchnoe izdanie""--Colophon. Online resource LCCN: 2022550029. At head of title: Российская академия наук, Институт русского языка им. В.В. Виноградова. ""Научное издание""--Colophon.",2017,,texts | russian language | to 1300 | kievan rus | early works to 1800 | history,//lccn.loc.gov/2021430887
kievan rus,Latukhinskai︠a︡ stepennai︠a︡ kniga : 1676 god,,"At head of title: Institut istorii Sibirskogo otdelenii︠a︡ RAN (Novosibirsk). Sankt-Peterburgskiĭ gosudarstvennyĭ universitet. Includes bibliographical references and indexes. Text of ""Stepennai︠a︡ kniga"" in Old Russian. Description based on online resource; title from digital title page (East View, viewed July 11, 2023). At head of title: Институт истории Сибирского отделения РАН (Новосибирск). Санкт-Петербургский государственный университет.",2012,,kievan rus | to 1533 | kings and rulers | russia | history | sources | stepennai︠a︡ kniga | biography,//lccn.loc.gov/2022554269
kievan rus,Slavi︠a︡ne T︠S︡entralʹnoĭ i Vostochnoĭ Belarusi : ocherki ėtnopoliticheskoĭ istorii IV--XII vv. : monografii︠a︡,,"Includes bibliographical references (pages 160-169). Description based on online resource; title from digital title page (East View, viewed September 8, 2023). Дреговичи. Прабалтославянская общность на территории Беларуси ; Праславяне Волыни и Полесья ; Племенной союз дреговичей ; Этнополитические процессы на землях дреговичей в древнерусскую эпоху -- Радимичи ; Расселение радимичей ; Страна радимичей ; Страна радимичей и Киевская Русь.",2023,,"slavs, eastern | balts (indo-european people) | kievan rus | origin | history | drygavichy (slavic people)",//lccn.loc.gov/2024768790
kievan rus,100 key events in Ukrainian history,,"Abstract also in Ukrainian. Description based on online resource; title from digital title page (East View, viewed April 14, 2024).",2020,,europe | ukrainiens | ukrainians | ukraine | biographies | kievan rus | kyivan rus | histoire | history | russie kiévienne | biography,//lccn.loc.gov/2025556379
kievan rus,Roditelʹskai︠a︡ kulʹtura kak fenomen otechestvennoĭ pedagogiki Drevneĭ i Srednevekovoĭ Rusi : monografii︠a︡,,"Includes bibliographical references (pages 134-193). Description based on online resource; title from digital title page (East View, viewed September 23, 2023). Теоретико-методологические основания исследования родительской культуры. Феномен родительской культуры в структуре педагогического знания ; Методологические подходы к исследованию родительской культуры -- Становление типов родительской культуры в педагогической мысли Древней и Средневековой Руси. Народные истоки традиционного типа родительской культуры ; Православные идеалы воспитания Древней Руси ; Развитие представлений о традиционном типе родительской культуры в конце XVII в.",2022,,child rearing | religious aspects | orthodox eastern church | to 1500 | kievan rus | russia | history | parenting,//lccn.loc.gov/2022552477
kievan rus,"I zhiznʹ, i slëzy, i li︠u︡bovʹ doma Ri︠u︡rika",,"Description based on online resource; title from digital title page (East View, viewed September 8th, 2024).",2024,,"kievan rus | family relationships | to 1533 | kings and rulers | russia | rurik, house of | history | biography",//lccn.loc.gov/2025555620
kievan rus,I︠A︡roslavna : roman-ese,,"Electronic reproduction. Kharkiv : Folio (Firm), 2022. Description based on online resource; title from digital title page (East View, viewed July 28, 2023).",2022,,"women | igor | ukraine | kievan rus | historical fiction, ukrainian | history | family | grand duke of kyïv | fiction",//lccn.loc.gov/2022551287
kievan rus,Byzantinorossica,,"Text primarily in Russian and Greek with abstracts in English. Includes bibliographical references and indexes. At head of title: Rossiĭskai︠a︡ akademii︠a︡ nauk institut vseobshcheĭ istorii. ""Sostavitelʹ M.V. Bibikov""--T.p., v. 2. LC copy: volume 3 --1st and 2nd editions. v. 3 (1st ed.) - 301 pages , v. 3 (2nd ed.) - 301 pages, v. 4 (2nd ed.) - 478 pages At head of title: Российская академия наук институт всеобщей истории. ""Составитель М.В. Бибиков""--T.p., v. 2.",2004,,russian language | etymology | kievan rus | names | to 1533 | russia | byzantine empire | history | sources | relations | historiography,//lccn.loc.gov/2005398032
kievan rus,Veche i kni︠a︡zʹ : russkoe gosudarstvennoe ustroĭstvo i upravlenie vo vremena kni︠a︡zeĭ Ri︠u︡rikovicheĭ,,"Includes bibliographical references. Description based on online resource; title from digital title page (East View, viewed November 25, 2023).",2023,,"muscovy (grand duchy) | veče | kievan rus | kyivan rus | rurik, house of | legislative bodies | kings and rulers",//lccn.loc.gov/2024768854
kievan rus,Heralʹdyka serednʹovichnoï Rusy (Ukraïny),,"Includes bibliographical references and index. Summary in English. Description based on online resource; title from digital title page (East View, viewed July 28, 2025) т. 1. Генеза Руської геральдики, X-XIII ст. -- т. 2. Геральдика темних віків. Гербова традиція Руського королівства середини XIII - середини XIV ст.",2023,,to 1648 | ukraine | kievan rus | héraldique | kyivan rus | histoire | history | russie kiévienne | heraldry | kings and rulers,//lccn.loc.gov/2025556338
kievan rus,Vsevolod iz roda Monomakha : vizantiĭskie uroki Vladimirskoĭ Rusi,,"""Istoricheskai︠a︡ kniga""--Preliminary page. Includes bibliographical references. Description based on online resource; title from digital title page (East View, viewed July 6, 2023). ""Историческая книга""--Preliminary page.",2014,,civilization | grand duke of vladimir-suzdal | kievan rus | biography | byzantine influences | history | iii | vsevolod | kings and rulers,//lccn.loc.gov/2022552919
kievan rus,"O sagakh, skalʹdakh i konungakh : izbrannye statʹi",,"Includes bibliographical references (pages 413-481) and index. Moscow : Kvadriga, 2021. In Russian, some articles in English. Description based on online resource; title from digital title page (East View, viewed August 2, 2022)",2021,,scandinavia | iceland | to 1397 | kievan rus | history and criticism | old norse literature | history | sagas | relations | kings and rulers,//lccn.loc.gov/2022550673
kievan rus,"Kni︠a︡zʹ Vladimir Velikiĭ : krestitelʹ, stroitelʹ, nebesnyĭ okhranitelʹ Rusi : opyt obshchedostupnogo nauchnogo izlozhenii︠a︡",,"""Rossiĭskai︠a︡ akademii︠a︡ nauk, Institut vseobshcheĭ istorii, Institut rossiĭskoĭ istorii""--Preliminary page. Includes bibliographical references. Moscow : Kvadriga, 2020. Description based on online resource; title from digital title page (East View, viewed August 2, 2022) ""Российская академия наук, Институт всеобщей истории, Институт российской истории""--Preliminary page.",2020,,"christianity | approximately 956 | vladimir | kievan rus | religion | vladimir, 972 | history | biography | grand duke of kyïv | kings and rulers",//lccn.loc.gov/2022550618
kievan rus,Khreshchenni︠a︡ Rusi,,"Description based on online resource; title from digital title page (East View, viewed July 10th, 2025).",2019,,christianity | approximately 956 | church history | vladimir | historiography | rus | ukraine | kievan rus | congresses | history (general) | grand duke of kyïv,//lccn.loc.gov/2025556417
kievan rus,Denezhno-vesovye sistemy domongolʹskoĭ Rusi i ocherki istorii denezhnoĭ sistemy srednevekovogo Novgoroda,,Chart on one folded page tipped in. Includes bibliographical references.,2009,,"numismatics | money | coins, medieval | kievan rus | russia (federation) | russia | antiquities | novgorod (russia) | history | nizhniĭ novgorod region | kyivan rus",//lccn.loc.gov/2009418238
kievan rus,Rusʹ raskolotai︠a︡ (XIII-XV vv.),,"At head of title: 870-letii︠u︡ Moskvy posvi︠a︡shchaetsi︠a︡. Includes bibliographical references (pages 299-300). Description based on online resource; title from digital title page (East View, viewed September 4th, 2022). At head of title: 870-летию Москвы посвящается.",2017,,"kings and rulers | kievan rus | to 1533 | politics and government | muscovy (grand duchy) | russia | history, military | mongol invasion | biography | history",//lccn.loc.gov/2022553894
kievan rus,Usti︠u︡zhskie i vologodskie letopisi XVI-XVIII vv,,"At head of title: Akademii︠a︡ nauk SSSR. Institut istorii SSSR, Leningradskoe otdelenie. Includes bibliographical references and indexes. Description based on online resource; title from digital title page (East View, viewed August 19th, 2023). At head of title: Академия наук СССР. Институт истории СССР, Ленинградское отделение.",1982,,"velikiĭ usti︠u︡g (russia) | kievan rus | russia (federation) | manuscripts, russian (old) | to 1533 | velikiĭ usti︠u︡g | russia | sources | history | vologda (russia) | vologda",//lccn.loc.gov/2022554743
kievan rus,Tekstologii︠a︡ Drevneĭ Rusi,,"Includes bibliographical references. Complete in 2 vols.--V. 1, introd.: le17 09-16-07",2006,,"povestʹ vremennykh let | kni︠a︡zʹ rostovskiĭ, saint | gleb | kings and rulers | kievan rus | kni︠a︡z muromskiĭ, saint | sources | biography | history | approximately 984 | boris",//lccn.loc.gov/2007455011
kievan rus,Voĭny kni︠a︡zheskoĭ Rusi,,"""Ratnye sily Otechestva""--CIP. Includes bibliographical references (page 335-354). Description based on online resource; title from digital title page (East View, viewed March 18, 2024). ""Ратные силы Отечества""--CIP. Войны Древней Руси -- Войско и военное дело у восточных славян и на Руси с конца IX до середины XV столетия.",2023,,"military art and science | kings and rulers | kievan rus | russia | slavs, eastern | history, military | wars | to 1801 | biography | history | kyivan rus",//lccn.loc.gov/2024768863
kievan rus,Drevni︠a︡i︠a︡ Rusʹ posle Drevneĭ Rusi : diskurs vostochnoslavi︠a︡nskogo (ne)edinstva,,"""Nauchnoe izdanie""--Colophon. Includes bibliographical references. ""Научное издание""--Colophon.",2017,,"middle ages | europe, eastern | orthodox eastern church | kievan rus | congresses | nationalism | civilization | east and west | sources | history | historiography | cultural relations | foreign influences",//lccn.loc.gov/2017412144
kievan rus,"O knizhnosti, literature, obraze zhizni Drevneĭ Rusi",,"In Russian, with text also in Church Slavic. Includes bibliographical references and index.",2013,,"kievan rus | to 1700 | russian literature | manuscripts, russian (old) | to 1300 | church slavic language | russian language | books and reading | east slavic recension",//lccn.loc.gov/2014391315
kievan rus,Gorizonty prochtenii︠a︡ : istoriko-filologicheskie zametki i razmyshlenii︠a︡,,"Description based on online resource; title from digital title page (East View, viewed July 31, 2022) Includes bibliographical references and index.",2017,,literature and society | kievan rus | to 1700 | russian literature | russian philology | philology. linguistics | language. linguistic theory. comparative grammar | science of language (linguistics) | russia | history and criticism | history | books and reading,//lccn.loc.gov/2022550055
kievan rus,Obrazy inovert︠s︡ev v Povesti vremennykh let,,"At head of title: Rossiĭskai︠a︡ akademii︠a︡ nauk. Institut rossiĭskoĭ istorii. Includes bibliographical references (pages 160-182). At head of title: Российская академия наук. Институт российской истории. От автора -- Предисловие -- глава 1. Образы славянского язычества в Повести временных лет -- глава 2. Образы мусульман, католиков и иудеев -- Заключение.",2019,,povestʹ vremennykh let | national characteristics in literature | jews in literature | to 1700 | russian literature | kievan rus | muslims in literature | history and criticism | religious minorities | history | catholics in literature | sources | ethnology | slavs in literature,//lccn.loc.gov/2020388117
kievan rus,Saint Vladimir's Cathedral.,,"This view of Saint Vladimir's Cathedral is from Souvenir of Kiev, an early 20th-century album showing the main sites of Kiev, the capital of Ukraine and at that time one of the most important cities of the Russian Empire. The cathedral was built to mark the 900th anniversary of the conversion to Christianity of Kievan Rus by Prince Vladimir (or Volodymyr) Sviatoslavich, later Saint Vladimir the Great. Construction started in 1862 and finished in 1896, when the completion was celebrated in the presence of the Russian royal family. The design of Saint Vladimir's, in the Russian Byzantine style, was initiated by architects I. Strom and P. Sparro, and the Kiev architect Alexander V. Beretti was ultimately responsible for the cathedral's appearance. The colorful interior includes Venetian mosaics and frescoes carried out under the supervision of Professor A. Prahova of Saint Petersburg University. This image shows the cathedral from Bibikovsky Boulevard. The 25 views in Souvenir of Kiev are collotypes, made using a chemically-based printing process widely employed before the invention of offset lithography.",1900,,"1896 to 1920 | cathedrals | ukraine | architecture, byzantine | kiev",https://www.loc.gov/item/2021669065/
kievan rus,View of the University.,,"This view of Kiev University of Saint Vladimir (now Kiev National Taras Shevchenko University) is from Souvenir of Kiev, an early 20th-century album showing the main sites of Kiev, the capital of Ukraine and at that time one of the most important cities of the Russian Empire. The university was founded in 1834. Its huge main building, seen in the left background, dates from the mid-19th century and is painted red, with the capitols and bases of columns painted black, the colors of the stripes on the Order of Saint Vladimir. The foreground shows part of the market area of Bessarabka Square. Saint Vladimir's Cathedral was built to mark the 900th anniversary of the conversion to Christianity of Kievan Rus by Prince Vladimir (or Volodymyr) Sviatoslavich, later Saint Vladimir the Great. Construction finished in 1896, when its completion was celebrated in the presence of the Russian royal family. This image shows the view from Bessarabka Square up Bibikovsky Boulevard. The 25 views in Souvenir of Kiev are collotypes, made using a chemically-based printing process widely employed before the invention of offset lithography.",1900,,plazas | stores and shops | cathedrals | ukraine | 1834 to 1920 | street scenes | kiev | cities and towns | kiev national taras shevchenko university | universities and colleges,https://www.loc.gov/item/2021669068/
kievan rus,The Golden Gates of Kiev.,,"This view of the Golden Gates of Kiev is from Souvenir of Kiev, an early 20th-century album showing the main sites of Kiev, the capital of Ukraine and at that time one of the most important cities of the Russian Empire. Located on the south side of the city, the gates formed one of three entrance gateways to Kiev constructed in the first half of the 11th century by Yaroslav the Wise. They were a considerable achievement in fortifying Kievan Rus. It has been determined that the structure was a huge tower pierced by three tiers of apertures. Although heavily damaged over the centuries, the ceremonial gateway endured until the mid-17th century. In the 18th century, the remains of the Golden Gates were covered over with earth. Archaeologists led by Kindrat Lokhvytsky rediscovered the ruins in 1832 and uncovered them, and five years later the extremely thick gate walls were strengthened by buttresses and iron rods, which is how they appear here. The 25 views in Souvenir of Kiev are collotypes, made using a chemically-based printing process widely employed before the invention of offset lithography.",1900,,ukraine | street scenes | kiev | gates | walls | cities and towns | 1832 to 1920 | ruins,https://www.loc.gov/item/2021669071/
kievan rus,"Generalʹnai︠a︡ Karta Minskoĭ Gubernii Sʺ pokazaniemʺ pochtovykhʺ i bolʹshikhʺ proi︠e︡zzhikhʺ dorogʺ, stant︠s︡iĭ i razstoi︠a︡nii︠a︡ mezhdu onymi verstʺ.",,"This 1821 map of Minsk Province is from a larger work,Geograficheskii atlas Rossiiskoi imperii, tsarstva Pol'skogo i velikogo kniazhestva Finliandskogo (Geographical atlas of the Russian Empire, the Kingdom of Poland, and the Grand Duchy of Finland), containing 60 maps of the Russian Empire. Compiled and engraved by Colonel V.P. Piadyshev, it reflects the detailed mapping carried out by Russian military cartographers in the first quarter of the 19th century. The map shows population centers (six gradations by size), monasteries, inns, postal stations, roads (four types), and borders (provincial, district). Distances are shown in versts, a Russian measure, now no longer used, equal to 1.07 kilometers. Legends and place-names are in Russian and Polish. The territory depicted on the map is in present-day Belarus. The history of Minsk can be traced back to the 11th century, when it was part of the Principality of Polotsk. Minsk was spared the Mongol invasion that devastated neighboring Kievan Rus' in the early 13th century. It subsequently became part of the Grand Duchy of Lithuania. The Russian Empire absorbed the Minsk region after the Second Partition of Poland in 1793. World Digital Library.",1821,,belarus | siberia | russian federation | atlases | maps,https://www.loc.gov/item/2018688647/
kievan rus,Saint Sophia Cathedral.,,"This view of Saint Sophia Cathedral in Kiev is from Souvenir of Kiev, an early 20th-century album showing the main sites of Kiev, the capital of Ukraine and at that time one of the most important cities of the Russian Empire. The name of the cathedral comes from the sixth-century Hagia Sophia in Constantinople (present-day Istanbul) and means ""Holy Wisdom,"" rather than dedication to a particular saint. Designed as ""the new Constantinople"" to represent Eastern Christianity, Saint Sophia in Kiev was first constructed in the 11th century at the height of the power of Kievan Rus, a medieval polity within today's Ukraine, and it was the major metropolitan church in Russia. It was completed in its present form 700 years later, after cycles of destruction and rebuilding. In this somewhat-idealized view, the cathedral is seen with the bell tower, the cathedral square, and the monument to Bohdan Khmelnytsky, a 17th-century Cossack generally regarded as a Ukrainian national hero. The cathedral, together with the Kiev-Pechersk Lavra monastery, is inscribed in the UNESCO World Heritage List. The 25 views in Souvenir of Kiev are collotypes, made using a chemically-based printing process widely employed before the invention of offset lithography.",1900,,"plazas | cathedrals | ukraine | bell towers | kiev | khmelʹnyt︠s︡ʹkyĭ, bohdan | onion domes | monuments and memorials | kyïv | 1710 to 1920",https://www.loc.gov/item/2021669063/
kievan rus,Saint Vladimir Monument.,,"This view of the 1853 monument to Saint Vladimir overlooking the Dnieper River is from Souvenir of Kiev, an early 20th-century album showing the main sites of Kiev, the capital of Ukraine and at that time one of the most important cities of the Russian Empire. Prince Vladimir Sviatoslavich (circa 956--1015), or Saint Vladimir the Great, brought Christianity to the medieval polity of Kievan Rus in 988. The monument, some 18 meters high, was designed by sculptor Vasily Demut-Malinovsky (1779--1846). The statue, which is only one quarter of the monument's total height, is by the sculptor Pyotr Klodt (1805--67). It features the figure of Vladimir with a cross in his right hand and a prince's cap in his left hand. The brick and iron pedestal decorated with stars and crosses is by Konstantin Ton (1794--1881). The huge cross held by the saint was originally lit by gas flares, later replaced by electricity, so the statue could be seen at night. The installation of the statue, approved by Tsar Nicholas I, became part of the new Saint Michael's Park, laid out with lawns, avenues, and benches. The 25 views in Souvenir of Kiev are collotypes, made using a chemically-based printing process widely employed before the invention of offset lithography.",1900,,"statues | ukraine | dnieper river | 1853 to 1920 | kiev | monuments and memorials | rivers | parks | vladimir, grand duke of kiev, circa 956",https://www.loc.gov/item/2021669051/
kievan rus,"Saint Vladimir's Cathedral, Kiev.",,"Saint Vladimir's Cathedral in Kiev was constructed in 1862--96 to mark the 900th anniversary of the conversion to Christianity of Kievan Rus by Prince Vladimir (or Volodymyr) Sviatoslavich, later known as Saint Vladimir the Great (circa 956--1015). A note from the publisher of this book states that publications describing Saint Vladimir's Cathedral had mostly received rapturous reviews from readers, but that some readers were critical of the cathedral's design and decorations. The purpose of this book, according to the note, was to provide readers with many illustrations of the cathedral, which would allow them to make their own judgment about the cathedral's artistic merits. The design of the book, printed on manila paper with intricate rubrication of chapter openings, section headings, and initials, imitates the manuscripts of the 11th century in the spirit of Vladimir. The book describes Kiev in the 1850s, the preliminary work on the cathedral, its Russian Byzantine-style architecture, and the construction. Part II is about the frescoes and mosaics of the interior and the artists who created them, including Viktor Vasnecov, Mikhail Nesterov, and Pavel Svedomskij. Part III is on the décor of the cathedral, its marble, sculptures, bronze and enamel work, and treasures, and the cost of the cathedral.",1898,,"architectural decorations and ornaments | cathedrals | ukraine | saint vladimir's cathedral (kiev, ukraine) | 1850 to 1898 | architecture, byzantine | kiev",https://www.loc.gov/item/2021666600/
kievan rus,Askold's Grave.,,"This view of Askold's Grave is from Souvenir of Kiev, an early 20th-century album showing the main sites of Kiev, the capital of Ukraine and at that time one of the most important cities of the Russian Empire. Askold's Grave is a part of the park complex on the right bank of the Dnieper River. According to a legend, on this very spot in 882 Prince Oleg killed the princes Askold and Dir and, by some reports, usurped the throne of Kievan Rus, the polity of the region from the late ninth century to the 1230s. Askold was buried where he had been killed and became much honored by local people. There are reports that he was baptized in Tsargrad (a Slavic name for Constantinople, present-day Istanbul) in the 860s, taking the name Nicholas, and that he tried to convert Rus to Christianity. The site of Askold's death was marked by a small wooden chapel. Architect Andrey Ivanovich Melensky designed the round stone Church of Saint Nicolas, which replaced the old wooden one in 1810. The area adjacent to the church became a cemetery for the famous and aristocratic people of Kiev. The 25 views in Souvenir of Kiev are collotypes, made using a chemically-based printing process widely employed before the invention of offset lithography.",1900,,"askolʹd, kni︠a︡zʹ, died 882 | ukraine | dnieper river | churches | kiev | 1810 to 1920 | cemeteries | parks | tomb",https://www.loc.gov/item/2021669059/
kievan rus,Well in Memory of the Holy Baptism.,,"This view of the Well in Memory of the Holy Baptism (known today as the Magdeburg Rights Column) is from Souvenir of Kiev, an early 20th-century album showing the main sites of Kiev, the capital of Ukraine and at that time one of the most important cities of the Russian Empire. Prince Vladimir Sviatoslavich (958--1015), or Saint Vladimir the Great, converted to Christianity in 988 and encouraged the baptism of the people in Kievan Rus. It is believed that this site at the foot of Vladimir Hill was the major place of baptism. For centuries, bathing in the water from the site was considered a cure for disease. The monument seen in this view was built in 1802--8 to celebrate the return to Kiev of the Magdeburg rights to self-government, which was confirmed by Tsar Alexander I. The Magdeburg Rights (or Magdeburg Law) were named for the measures of self-government achieved in the 13th century by the town of that name in Germany. Kiev adopted a similar measure in the late 15th century but later lost its right to self-government. Designed by architect Andrey Ivanovich Melensky, the monument rests on a pedestal with three arched slits and is topped with a cupola with a cross. The 25 views in Souvenir of Kiev are collotypes, made using a chemically-based printing process widely employed before the invention of offset lithography.",1900,,baptism | holy wells | ukraine | kiev | monuments and memorials | 1808 to 1920,https://www.loc.gov/item/2021669066/
