keywords,title,creator,abstract,year,journal_title,license,link,query
abbasid,Deen (Faith) and Donya (the Secular): Al-Ghazālī’s the “Alchemy of Happiness”,Ali Mirsepassi; Tadd Graham Fernée,"The 11th -12th century Abbasid philosopher al-Ghazālī is the center of controversy today in Western societies seeking to understand Islamic radicalism. The article initially examines the al-Ghazālī debate, split between popular images of al-Ghazālī as a fanatical enemy of rational thought, and scholarly depictions of a forerunner of postmodernism. After analyzing a principle example of the latter tendency, centered on the Persian term dihlīz, the article undertakes a sociological investigation of al-Ghazālī’s Alchemy of Happiness within the historic context of the Abbasid crisis of political legitimacy. The troubled historic vista of Abbasid politics, the unique role of al-Ghazālī as representative of ideological power, and the crucial influence of the intercontinental Sufi revolution, are discussed. The analysis focuses on al-Ghazālī’s central concepts of deen (faith) and donya (the secular), that he employed to stabilize and guarantee the continued political success of the multi-civilizational Abbasid state. Spurning the dogma of unified identity, al-Ghazālī recognized the civilizational pluralism underpinning Abbasid political survival. Reconciling multiplicity and unity, al-Ghazālī labored to integrate Islamic and non-Islamic intellectual traditions. Three elements are investigated: (1) Investing epistemology with social significance, al-Ghazālī opposed orthodox conformism; (2) Denouncing ignorance, the passions, and intellectual confusion, al-Ghazālī promoted the dialogic principle – not dogma - as the unique public guarantee of the universal truth; (3) This universal truth had an exclusively secular, not religious, dimension, based on the deen/donya distinction, separating universal secular truth from religious identity. An intellectual exploration of the secular dilemma, of corresponding imaginative magnitude, hardly existed in Western societies at the time. This casts doubt on the current academic enthusiasm for representing traditional Islam in the mirror image of French post-structuralism, and the false depiction of al-Ghazālī as the dogmatic enemy of reason. It opens an entire terrain of possible research that is barely tapped, which contradicts the confused dogmas of Islamic radicalism. A secular conceptual dualism pervaded the Islamic tradition, indeed pre-dating European secularism.",2019.0,Crossref,OPEN,https://doaj.org/article/e2360bb23f09433e95087ac321420290,abbasid
abbasid,وسائل الارواء خلال العصر العباسي من خلال صور المخطوطات العربية الاسلامية Means of perfusion during the Abbasid era through images of manuscripts of Arab Islam,Emad Mahdi Hassan عماد مهدي حسن,"It sheds search light on the study of one aspect of the life of the Arab community during the Abbasid era, as it is the most important economic side aspects that depend on the state for the sustainability of its survival and to meet their needs and Agriculture is one of the most important sources of income of the Arab nation and the Islamic is known as the agriculture is dependent on the presence of water and abundance and on this basis, the research deals with the study of the methods used in perfusion during the Abbasid era is the study of Arabic manuscripts Islamic and came in from Tyre those irrigation methods is of great significance in tracing how it was done during which watering farmland, as well as providing drinking water for humans and animals has been carried manuscripts Photos I studied media perfusion that came in. It is the most important Arab school manuscripts in photography and manuscript tricks mosque between science and the work of the Islanders and a variety of those means is the most important haemophilia as well as mechanical machines that Alstkhaddmt to lift water from the river or wells, as well as machines that were used for drinking and hand washin.",2017.0,,OPEN,,abbasid
abbasid,An Investigation of the Role of Kurdish Scientific Centers of “Cizre” in the Development of Philological and Literary Sciences during the Abbasid Era (A Case Study of Diar Rabia),Shole Zoheyri,"Investigating the role of Kurdish scientific centers in the development of philological and literary sciences falls within the field of French school of comparative literature, as the scientific centers of one of the Iranian ethnic groups has been influential in the literature of another nation. In the Abbasid era, when the bloom of Arabic and literary sciences was more remarkable than in any other period, considering the requirements and suitable religious and political context, the role of scientific centers of Kurdish districts of Diar Rabia, namely “Mosul, Hakkari, Nusaybin, Sinjar, Ras al-Ain, Arbil, jazirat Ibn Umar”, which are parts of the Cizre region, is prominent in the development of literary and Philological sciences and their branches, such as morphology, syntax, rhetoric, criticism, and so on. Taking a descriptive-analytical approach, this study aims at demonstrating the effective role and the real position of these centers in the promotion of Arabic and literary sciences in the Abbasid era, and its findings show that these regions by training scientists and litterateurs such as Mosulians, Arbilians and Jazarians who paved the way for remarkable changes and played an effective role in the evolution of Arabic and literary sciences by creating their valuable works.",2018.0,,OPEN,,abbasid
abbasid,"Niftawayh and historical Mroyate in Baghdad , the date of which relate to the Abbasid caliphs",Eyada A.A; Majid H. A,"The research deals with topic of the grammarian Ebraheem in Mohammed Bin Arafa, known as Naftawaih ,The research focused on two major points,Introducing the personality of the grammarian Naftawaih, whose had a pioneering role in serving in the fields of grammar, poetry and history through the contributions he narrated in these fields ,Collecting and defining Naftawaih historic narrations which are related to the information, obituaries and achievements Abbasid Caliphs, from History of Baghdad book . This point also includes categorizing the narrations in terms of content and topic, in addition to authenticating them from other related resources .The research also includes his biography ,(birth, name, origin, upbringing , sheikhs and students, intellectual making, the opinions f the scholars about him . It also includes his categories which he made for different Islamic sciences .The study also reviews all his historic narrations in the History of Baghdad which had to do with information, works, and obituaries of the Abbasid Caliphs. These narrations reflected his historical and literary culture, his intellect, which made him one of the prominent scholars in the era",2020.0,"مجلة جامعة الأنبار للعلوم الإنسانية, Vol 2020, Iss 3, Pp 2136-2174 (2020)",OPEN,https://doi.org/10.37653/juah.2020.170946,abbasid
abbasid,ABBASID COINS IN NORTH SUMATRA: EVIDENCE OF INTERACTIONS WITH ISLAMIC CIVILIZATION IN THE 8TH – 9TH CENTURY A.D.,Ery Soedewo; Nur Ahmad,"Abstrak. Koin Abbasyah di Sumatera Utara: Bukti Interaksi Peradaban Islam Abad 8-9 Masehi. Situs Bongal sejauh ini adalah situs purbakala di Nusantara yang memiliki bukti artefaktual tertua hadirnya peradaban Islam di Nusantara sebelum abad ke-12 M. Hal itu berbeda dari teori yang menyebut Islam di Nusantara berasal dari India dan mulai hadir sejak abad ke-12 M. Artefak yang ditemukan di Situs Bongal itu adalah koin-koin perak (dirham) dari masa Dinasti Abbasyah yang berasal dari kurun abad ke-8–9 M. Pertanggalan koin-koin Abbasyah tersebut bersesuaian dengan hasil pertanggalan mutlak terhadap material organik yang didapat dari ekskavasi di Situs Bongal. Hasil analisis karbon menunjukkan rentang okupasi Situs Bongal antara abad ke-6–10 M. Temuan berupa koin-koin Dinasti Abbasyah di situs Bongal adalah jawaban dari permasalahan tentang masuknya peradaban Islam ke Nusantara. Dalam kajian sejarah masuknya Islam ke Nusantara, muncul beragam teori yang menjelaskan asal dan masa kedatangannya. Salah satu teori menyebutkan bahwa Islam di Nusantara masuk sejak abad ke-7 M dibawa oleh para saudagar dari Asia Barat (Timur Tengah). Permasalahan dari teori tersebut adalah tafsirnya yang hanya didasarkan pada data historis semata tanpa dukungan data arkeologis. Koin-koin Abbasyah dari Situs Bongal menjadi bukti bahwa salah satu unsur peradaban Islam di Nusantara hadir seiring jalinan perniagaan kepulauan ini dengan Asia Barat (Timur Tengah) jauh sebelum abad ke-12 M.&#x0D; Kata kunci: Islam, Abbasiyah, koin, Situs Bongal, Sumatra Utara&#x0D;  &#x0D; Abstract. Abbasid Coins in North Sumatra: Evidence of Interactions with Islamic Civilization in the 8th – 9th Century A.D. The Bongal site is an archaeological site in the archipelago with the oldest artefactual evidence of the presence of Islamic civilization before the 12th century AD. This is different from the theory that Islam in the archipelago originated from India and began to appear in the 12th century AD. That artefactual evidence is silver coins (dirham) from the Abbasid dynasty dating from the 8th – 9th century AD. The dating of the Abbasid coins corresponds to the absolute dating of organic materials obtained from the excavation at the Bongal Site. The carbon dating results show the Bongal Site’s occupation range is between the 6th – 10th century A.D. The findings in the form of Abbasid dynasty coins at the Bongal site answer the problem of the entry of Islamic civilization into the archipelago. In the study of the history of the entry of Islam into the archipelago, various theories emerged that explain the origin and time of its arrival. One theory says Islam in the archipelago entered in the 7th century AD, brought by merchants from West Asia (Middle East). The problem with this theory is that its interpretation is only based on historical data without supporting archaeological data. Abbasid coins from the Bongal Site are evidence that one of the Islamic civilization elements in the archipelago was present along with the trade relations of this archipelago with West Asia (Middle East) long before the 12th century AD.&#x0D; Keywords: Islam, Abbasid, coins, Bongal Site, North Sumatra&#x0D;  ",2022.0,,OPEN,https://doi.org/10.55981/amt.2022.21,abbasid
muslim conquest of persia,A Comprehensive Study of Huna Invasion in India during the Reign of Skandagupta,Sakir Hossain Laskar,"The Gupta age was considered the golden age of ancient Indian history. However, during the reign of Emperor Skandagupta the stability of the Empire was threatened by the invasion of a Central Asian tribe, The Huna. Emperor Skandagupta was at that time dealing with the rebellion of Pushyamitra’s. and The Huna after ravaging Persia thought that time was ripe to invest in India. Even though the imperial fabric of the Gupta’s was in a decaying stage, nevertheless Skandagupta defeated the Hunas. The conquest of the Hunas is mentioned particularly on the Bhitari pillar inscription, and the conquest of the Mlechcchas is mentioned in more general terms on the Junagadh rock inscription, albeit the Mlechcchas cannot be definitively identified as the Hunas. The Hunas were thoroughly defeated by Skandagupta, according to the inscription on the pillar. This article is aimed to highlight the nature and outcome of the conflict between Skandagupta and The Hunas.",2022.0,,OPEN,https://doi.org/10.47814/ijssrr.v5i5.236,muslim conquest of persia
muslim conquest of persia,SÂRİYE OLAYI ÜZERİNE BİR RİVAYET ARAŞTIRMASI,Ahmet Önkal,"At the time of Caliph Umar, Sariyah b. Zunaym who took part in the conquest of Persia, was sent to Fesa and Darebcerd in 23/644. Sariyah marched with his troops and surrounded the Persian army. But at the meantime, the Persians asked for military support from other Persian cities and could manage to dispatch strong army to this area. That army was making a manoeuvre that would destroy the muslim army. If the muslim army moved aside the mountain, they would be secured. At the classical sources was narrated that at that moment Caliph Umar called out that ""O Sariyah al-Cabal al-Cabal (to the Mountain to the Mountain)"" and Sariyah heard this word and saved his army from destruction. But these narrations can be criticized from different points of view. At this article these traditions have been studied and evaluated",2005.0,,OPEN,,muslim conquest of persia
muslim conquest of persia,The Ottoman Age of Exploration,Tzvi Langermann,"This very interesting treatise describes in detail the expansion in the sixteenth century of the Ottomans south and east, from Yemen and Eritrea through the Indian Ocean and as far as Sumatra. Pivotal events were the Ottoman conquest of Egypt in 1517, which opened up for them the routes to Mecca, Medina, and points east—and their final expulsion from Yemen in 1636, depriving them of their key staging point in the area. The expansion took on various forms: the increase of military power (mainly naval), the development of economic interests, and the strengthening of ties with local Muslim populations. At times, the direction and initiative came directly from Constantinople—especially when the “Indian Ocean faction” was able to exert its influence—but more usually from Ottoman functionaries in Egypt and Yemen, or even ambitious pirates. The main rivals in the area were the Portuguese and their allies. However, developments elsewhere bore heavily on this contest, which, at times, took on global proportions. Ottoman interests in the Indian Ocean were strengthened by their role as guarantors of the Holy Cities and the pilgrimage routes to them, as well their defense of Muslim merchants throughout the area. For their part, the Portuguese viewed their affairs as part of a plan that would, they hoped, lead ultimately to the conquest of Egypt and the Holy Land. The Ottoman conquest of Iraq was at least in part an attempt to outflank the Portuguese and prevent a Portuguese-Safavid alliance. Ultimately, though, the protracted conflict with Persia launched by Murad III in 1577, apparently swayed by opponents of the Indian Ocean faction, seriously drained Ottoman resources, and was likely a factor in their ultimate failure to control the Indian Ocean. At various times the Ottomans considered joining forces with the French pirates or Dutch Protestants against the Portuguese. By the early seventeenth century, neither the Ottomans nor the Portuguese were contesting for dominance in the Indian Ocean; the key players there were the English, Dutch, Safavids, and Mughals ...",2011.0,,OPEN,,muslim conquest of persia
muslim conquest of persia,Muthanna ibn Harithah Shaybani and the First Islamic Conquests in Iraq,Maryam Sa&#039;idiyan Jazi,"Studying the first Islamic conquests without knowing the personalities who led these conquests will not be complete. One such personality is Muthanna ibn Harithah who entered history with the beginning of Islamic conquests and with the study of whose actions many ambiguous points about early Islamic conquests are clarified. Muthanna who has not been dealt with fully by early Islamic historiographers has often been the subject of dual and contradictory stances in Muslim historical sources. One reason for the great attention paid to Sawad and Persia by the Muslim leaders in Medina was the vast and accurate information passed on to them by Muthanna. Potential psychological capacities and historical records in relations between the Arabs and the Persians would give the Arabs the incentive to embark on purposeful actions aimed at satisfying their short and long term objectives and constantly provoked Muthanna to think about invading Iraq and Sawad. Although the cooperation between Muthanna and Muslim forces was mixed with a certain amount of individual and tribal self-interest, it had an enormous effect on the Muslim conquest of the East. Through understanding the chaotic condition of the Sasanian Empire and the necessity of the formation of an alliance with the Muslim Arabs who possessed a new logical and powerful ideology Muthanna joined forces with Medina with the following important results: the facilitation of Islamic conquests especially east of the Islamic Caliphate; the timely understanding of the disintegration of the Sassanid Empire and seizing the opportunity to take over that Empire; clever utilization of the existing opportunities and capacities to achieve his dreams and objectives; belittling individual and ethnic interests and highlighting and strengthening the national morale and Islamic spirits of the Muslims instead.",2007.0,,OPEN,,muslim conquest of persia
muslim conquest of persia,Genghis Khan's Effect on the Muslim World,Yusuf DeLorenzo,"Books Reviewed: Jack Weatherford, Genghis Khan and the Making ofthe Modern World. New York: Crown Publishers, 2004; Thomas T. Allsen,Culture and Conquest in Mongol Eurasia. UK: Cambridge University Press,2001; Justin Marozzi, Tamerlane: Sword of Islam, Conqueror of the World.London: HarperCollins, 2004.What these books have in common is their attempt to recast our perceptionsof the Mongols’ impact upon the Islamic world. Given the lore of gorethrown up by the intervening centuries, the authors clearly had their workcut out for them. Over the course of those centuries, hardly a schoolchild oreven an illiterate villager anywhere in the Islamic world, and certainly inMuslim Central Asia, was not taught to dread and despise the very mentionof the Mongols – and especially their two most infamous and notorious leaders,Genghis Khan and Tamerlane. To a great degree, the same holds true forchildren in other parts of the world, especially in Europe, where the worksof Chaucer, Marlowe, and others contributed greatly to the vilification ofthese two Mongols. After reading the three books under review, there is no option for thecareful reader but to reassess his/her own understanding of the Mongol centuries(the thirteenth and fourteenth CE) and, indeed, of how history mayrightly or wrongly be represented and perceived. Much of the informationpresented in these books is truly eye-opening. There is probably just as muchthat is ultimately material for continued scholarly consideration and interpretation.However, it is at the human level that any such reading must begin.If history is really a matter of perspective, let me begin by quoting fromJustin Marozzi’s work:Such cultural benefits to Persia of Mongol rule were all very well. But, asDavid Morgan concluded in a recent study of medieval Persia: “We mayjustly have our doubts over how impressed the Persian peasants, as theydid their best to avoid the Mongol tax-collectors, would have been bydevelopments in miniature painting. For Persia, the Mongol period was adisaster on a grand and unparalled scale.” ...",2006.0,"American Journal of Islam and Society, Vol 23, Iss 3 (2006)",OPEN,https://doaj.org/article/9e5bbb2c3ed24b1fae9dc5dac57e8e58,muslim conquest of persia
muslim conquest of persia,War in the period of caliphs,Cl. Cahen; Ebrahim Mussapoor,"Claude Caen, the writer of this part of comprehensive ""War"" entry in the ""Encyclopedia of Islam"" - other parts of which are dedicated to war in Iran, Ottoman Empire, India, and Egypt in the Mamluk period and which are complemented with a large number of related articles such as jihad, army, fortification, war room, gunpowder etc. - deals with the technique and art of war in the period of the Islamic Caliphate (from the beginning to the end of 7th century A.H.). While briefly studying the influence of war-related literature in pre-Islamic civilizations such as Persia, Greece, and India and the transter of these civilizations' experiences to the Muslim World; he also talks about various elements involved in a classic war including declaration of war, mobilization and equipment of troops, command and control, espionage and counter - espionage, maintenace of morale, fighting organization, armamentes, support and logistics, strategic issues, the stationing of forces and security and vigilance in the camp, offensive and defensive plans, counterattack, ambush, siege, tactical retreat, booty and its division among troops, conquest accounts and victory celebrations, prisoners of war, truce and conclusion of a peace accord, and finally guerrilla warfare.",2004.0,,OPEN,,muslim conquest of persia
muslim conquest of persia,The Ottoman Age of Exploration,Tzvi Langermann,"This very interesting treatise describes in detail the expansion in thesixteenth century of the Ottomans south and east, from Yemen and Eritreathrough the Indian Ocean and as far as Sumatra. Pivotal events were theOttoman conquest of Egypt in 1517, which opened up for them the routes toMecca, Medina, and points east—and their final expulsion from Yemen in 1636, depriving them of their key staging point in the area. The expansiontook on various forms: the increase of military power (mainly naval), thedevelopment of economic interests, and the strengthening of ties with localMuslim populations. At times, the direction and initiative came directlyfrom Constantinople—especially when the “Indian Ocean faction” wasable to exert its influence—but more usually from Ottoman functionariesin Egypt and Yemen, or even ambitious pirates. The main rivals in the areawere the Portuguese and their allies. However, developments elsewherebore heavily on this contest, which, at times, took on global proportions.Ottoman interests in the Indian Ocean were strengthened by their role asguarantors of the Holy Cities and the pilgrimage routes to them, as welltheir defense of Muslim merchants throughout the area. For their part, thePortuguese viewed their affairs as part of a plan that would, they hoped,lead ultimately to the conquest of Egypt and the Holy Land. The Ottomanconquest of Iraq was at least in part an attempt to outflank the Portuguese andprevent a Portuguese-Safavid alliance. Ultimately, though, the protractedconflict with Persia launched by Murad III in 1577, apparently swayedby opponents of the Indian Ocean faction, seriously drained Ottomanresources, and was likely a factor in their ultimate failure to control theIndian Ocean. At various times the Ottomans considered joining forceswith the French pirates or Dutch Protestants against the Portuguese. By theearly seventeenth century, neither the Ottomans nor the Portuguese werecontesting for dominance in the Indian Ocean; the key players there werethe English, Dutch, Safavids, and Mughals ...",2011.0,,OPEN,https://www.ajis.org/index.php/ajiss/article/download/1265/543,muslim conquest of persia
muslim conquest of persia,[Greek science in the centre of the Dialogue between Orient and Occident ].,"Olivier, Lafont","Most pre-Socratic Greek philosophers originated from Ionia, in Minor Asia, where Achaeans had been installed since the 11th century B. C. During the Age of Pericles, Empedocles of Agrigento, in Sicily, Leucippus and Democritus from Abdera, Anaxagoras of Clazomenae, active in Athens, and Socrates in Athens also took over philosophy and science in Continental Greece. Plato, Socrates’ disciple and founder of Academia, and his own disciple Aristotle, founder of the Lyceum, and his pupils, such as Theophrastus of Eresos, followed them. In the area of medicine and pharmacy, Hippocrates of Cos and his disciples and followers redacted between 450 and 300 B. C., what is known as Hippocratic corpus. Then came Galen from Pergamum who completed the theory of Humours, during the second century. Nestorian Christians, considered as heretical in the Byzantine Empire, were accepted in Sassanid Persia and carried Greek culture with them. After Arabic conquest and Baghdad City creation, in 762, they translated Hippocratic corpus in Arabic language so that Hippocratico-Galenic theory could pass in Arabic-Muslim world. It was then developed by Al-Kindi in Baghdad, Ibn Al-Jazzar in Kairouan, Razes or Avicenna, both Persians. The 11th and the 12th centuries were characterised by Latin translations, by Constantine the African in Monte-Cassino, Gerard of Cremona or Mark of Toledo. The School of Salerno created then the conditions for the fusion of Greek, Arabic and Jewish medicines. The creation of modern science from Greek philosophy was a consequence of a permanent dialogue between Orient and Occident.",2018.0,,OPEN,,muslim conquest of persia
muslim conquest of persia,Researches On the Positive Sciences and The Development Process of The History of Medicine,Vesile Şemşek,"In the medieval Western world, when Europe was in economic and cultural stagnation for a long time, Arabic-speaking culture developed significantly. He has greatly contributed to the development of science, philosophy, literature and art, which includes the culture of many nations (Persians, Tajiks, Uzbeks, Turkmens, Syrians, Egyptians, Arabs and others). The formation of the Caliphate, a political power of Muslims, began in the 7th century and developed first with the establishment of a new religion under the banner of Islam and later with the Conquest of the Arabs. It didn't take long for the immense United Arab power to emerge from Central Asia and Iran in the east to the Pirinese Peninsula in the west. In the second half of the eighth century, two caliphate were established—the East centered on the West, first in Damascus, then in Baghdad and Cordoba. The economic and cultural community of the peoples that were part of the caliphate was preserved and continued to flourish for several centuries. The extensive trade of the Arabs contributed to the mutual enrichment of the cultures of many nations. Since the main language in the caliphate was Arabic, it was called ""Latin of the East"", the cultural and scientific legacy of the medieval East in bourgeois historiography is often referred to as ""Arab"" culture and science. In Soviet historiography it is rightly called Arabic. The ultimate goal of this study is to inform about the development process of positive sciences in a period called the ""Golden Age"" of Islam in the Middle Ages, that the scientific sciences reached their peak in the history of Islamic science in this period and shed light on other civilizations, especially the West, and their use in the course of time. to tell you that you have benefited from these sciences. The main purpose of this study is to give information about the activities of scientists working in the field of positive sciences and medical history in the Middle Ages and to convey their contributions to world civilization. During the Middle Ages, when Europe was in a long economic and cultural recession, Arabic-speaking culture flourished. He combined the culture of many nations (Persians, Tajiks, Uzbeks, Turkmens, Syrians, Egyptians, Arabs and others), making a great contribution to the development of science, philosophy, literature and art. The caliphate, a Muslim feudal state, began to be established from the 7th century and was primarily conditioned by the unification of the Arabs under the banner of Islam. The great unified Arab state, stretching from Central Asia and Persia in the east to the Iberian Peninsula, did not last long. In the second half of the 8th century, two caliphate - the Eastern Caliphate - were established, first in Damascus, then in Baghdad and in the western part of Central Cordoba. The economic and cultural unity of the peoples of the caliphate has been preserved and developed for centuries. Extensive Arab trade led to the mutual enrichment of the cultures of many peoples. Since Arabic was the dominant language in the caliphate (it was called ""Latin of the East""), bourgeois historiography often referred to the cultural and scientific heritage of the Middle East as ""Arab culture"" and science. In Soviet historiography it is rightly called Arabic History. The Arabs established many science and education centers, especially in Damascus (7th century), Baghdad (8th-9th centuries) and Córdoba (10th century). In the heyday of the Kordovsky Caliphate there were 10 universities, while in Western Europe there were only two - the universities of Salern and Paris. Some Arab schools have special postal issues. Thus, in 1960, the 1100th anniversary of Saracen University in Fez, Morocco; In 1975, a series of postage stamps were registered in Egypt. An envelope and stamps were issued in Al-Azhar, commemorating the 1000th anniversary of the university's founding, and the stamps were sealed with a special stamp. Along with philosophy, mathematics, geography, history, natural sciences, and philology, medicine was part of the general education of scholars in the Arab caliphate. Representatives of many caliphate or economically and culturally connected nations have been prominent figures in medicine: since the 4th century Syrians, Khwarezmian, Persians, Armenians, Azeris, Egyptians, Jews, Moroccans, partly Indians, and have been the founders of great medical schools and hospitals. Leading doctors lived and worked in Bukhara, Khwarezm, Samarkand, Damascus, Baghdad, Cairo and Cordoba. They have played an important role in the preservation and further development of the ancient medical heritage. Caliphate physicians had a significant impact on the development of Western European medicine. Eastern medieval medicine enriched Renaissance medical science and became one of its valuable resources. The period of the highest development of medicine of the Eastern peoples of the caliphate period is the X-XI centuries. This was later called the Eastern Renaissance. Representatives of Arabic Medicine The main purpose of this study is to contribute to world civilization by giving information about the activities of scientists working in the field of Positive Science and Medicine in the Middle Ages.",2022.0,,OPEN,,muslim conquest of persia
emperor heraclius,"THE RELIGIOUS POLICY OF EMPEROR HERACLIUS (610-641) IN REGARDS TO HEBREWS: PREMISES, ACCEPTANCE AND CONSEQUENCES",Remus Mihai FERARU,"Our study sets out to discuss the religious policy of Emperor Heraclius (610-641) in regards to Hebrews. Before the relic of the Holy Cross was reinstalled in Jerusalem (31 March 630), Emperor Heraclius's relations with the Hebrews do not seem to be tense. Starting with 630, Heraclius retaliates against the Hebrews as a punishment for their collaboration with the Persians, as well as for their involvement in the massacre of Christians when Jerusalem was conquered by the Persians (614). The Emperor issued an edict for the forced conversion of Hebrews to Christianity. The scope of this edict covered the entire Byzantine Empire, but it was only enforced in Cartagena (May 31, 632). Saint Maximus the Confessor condemns Heraclius's decision to forcibly convert Cartagena Hebrews to Christianity. Heraclius's decree was contested among the Hebrews. Their forced christening caused their migration to Persia. Also, Heraclius's anti-Hebrew policy determined them to facilitate the Arab expansion in Byzantine territories.",2018.0,,OPEN,https://doi.org/10.24193/subbto.2018.1.02,emperor heraclius
emperor heraclius,The Persian Campaigns of Emperor Heraclius (610–641): on the Status and Rank of Some Military Units of Byzantine Army,Evgeniy Mekhamadiev,"The present paper deals with the three points of Byzantine military organi-zation during the reign of Heraclius, more precisely – 1) the role of Moorish tribal detachments in overthrowing of the usurper Phocas in 610 A.D.; 2) the territorial deployment of palace scholae (detachments of imperial guard) to 610 A.D., when Heraclius ascended the throne and 3) the number of military corps (expeditionary armies), which struggled against the Persians. The author turned to inscriptions and the data of narrative sources, having compared these evidence, the author concluded that in October of 610 Heraclius came to Constantinople together with the big amount of Moorish units, which Heraclius brought from Africa, moreover, a certain group of scholares (the soldiers who served in the scholae) located in Constantinople and defended the capital of Empire from incursions of external enemies to 610, these scholares were a part of city military garrison. Therefore, the author revised an idea that to beginning of the 7th century the scholae were the show troops onl , which didn’t fight in real military battles. The author demonstrates that originally, in 622, Heraclius commanded over two field armies, and then, to 627, his leadership extended over the third army. The author considers the internal structure and territorial movements of these armies.",2017.0,Crossref,OPEN,http://elar.urfu.ru/bitstream/10995/66096/1/adsv-45-05.pdf,emperor heraclius
emperor heraclius,THE MOORS AND BYZANTINE EMPEROR HERACLIUS (610–641 AD) BY “THE CHRONICLE” OF JOHN OF NIKIU: A SOURCE-STUDY PERSPECTIVE,Е. А. Мekhamadiev,"The paper deals with a rather rare and little-studied text – the “Chronicle” of John of Nikiu, a Coptic chronicler who lived in Egypt in the second half of the 7th century and headed the bishopric in the city of Nikiu. The “Chronicle”, preserved only in Ethiopic version, contains many valuable testimonies on Egypt during the Arab conquest (640–643). The author examines the sources of John of Nikiu, trying to answer from whom John borrowed his evidence on the Moors who served in army of Byzantine Emperor Heraclius (610–641). Based on this subject, the author is looking over a historiography tradition that John followed when describing the way of life and tribal organization of the Moors who lived west of the Nile Delta. Having compared the evidence of John of Nikiu and John of Antioch, a unique Greek-speaking author living in the 7th century and mentioned the presence of the Moors within Heraclius’ army, the author concludes that John of Nikiu used the testimonies of the prominent Byzantine 6th-century historian Procopius of Caesarea, an eyewitness to the reign of Emperor Justinian I (527–565). John of Nikiu read Procopius’ works, as he himself strictly says, and, respectively, thanks to Procopius, John knew well about the tribal behaviour and political structures of the Moors. According to the author, Procopius influenced John not only in subjects, but also in emotions: like Procopius, John of Nikiu declared a sharp negative assessment of the Moors’ behaviour and tribal life. The Coptic chronicler constantly labeled them as barbarians.",2023.0,,OPEN,https://doi.org/10.17072/2219-3111-2023-2-5-13,emperor heraclius
emperor heraclius,HERACLIUS WITH A SWORD APPROACH TO AN OFTEN OVER LOOKED BYZANTINE COPPER COIN,Wolfgang Schulze; Stephen Mansfield,"In 2001 a follis was published showing the Byzantine emperor Heraclius in military dress and additionally with a sword and his son Heraclius Constantine as usual in chlamys. The purpose of this article, the authors examine the question of whether this follis and its fractions should be regarded as variants of the well-known Class 5 coins (Heraclius in military dress but without a sword) or as a separate type.   Scientific novelty. The sword coins – are they varieties of Class 5 or a new type? There has been no conclusive answer but the general opinion favours a straightforward variety. This view is questioned by the authors who examine the sword coins in their historical context.  Conclusions. The sword coins are clearly a substantive new type that was produced for a specific occasion. Their issue in Thessalonica by the rarely observed officina Є could speak in favour of a kind of special coinage.  The authors also address the question: where did the Class 5 and sword coins mainly circulate? Summarising the evidence: first, the statistical findings of the Israel Antiquities Authority point to Palestine; second, a number of sword coins show countermarks probably of Syrian origin; third, copper coins struck after the Arab conquest of the Syrian region (circa 636) show that the sword coins were often imitated.  Keywords: Byzantium, Heraclius, Jerusalem, copper coins",2024.0,,OPEN,https://doi.org/10.31470/2616-6275-2024-8-163-175,emperor heraclius
emperor heraclius,El amor cristiano de Heraclio,María Cristina Silventi,"Through most of George Pisides’s compositions (c. 589-634) we know the campaigns carried out by the Emperor Heraclius (610-641) against the Persians. The poet takes historical facts and gives them religious significance. Heraclius is presented as the Christian leader, who strengthened by faith, manifests himself before his men as a true witness of Christian love. George Pisides highlights among its qualities, clarity and serenity of thought, exemplary actions and the persuasive power of his word that exercises a powerful influence on his men.",2018.0,,OPEN,https://doi.org/10.34096/afc.v2i31.6152,emperor heraclius
emperor heraclius,The Byzantine Army in 626–628 AD: Near East Frontier and Armenian Provinces,E.A. Mekhamadiev,"Two aspects of the Byzantine military organization in 626–628 AD were considered: the role and status of Armenian ethnic units within the Byzantine army and the measures of Emperor Heraclius for reestablishment the Byzantine defense system in the Near East in 628 AD, after the victory over the Persians. Based on a series of narrative sources (both Greek and Armenian ones; the Armenian sources were translated into the West European and Russian languages) and also inscriptions commemorating the powerful representatives of the Armenian noble family (naχarars), the evolution of the relations between Byzantium and Armenian aristocracy was considered. The features of Byzantine administrative policy within the territory of Armenian provinces during Heraclius’ campaign against the Persians were distinguished. It was concluded that Heraclius modified the retinues of Armenian naχarars composed of local inhabitants of Armenian provinces in regular military detachments in 626–628 AD and included them in his field army, which battled against the Persians. However, the naχarars’ retinues continued to be under command of their native Armenian nobles that were the leaders of powerful houses and families. Many Armenian naχarars were granted court titles and even high-ranking administrative offices by Heraclius. At the same time, it was proved that in 628 AD, after the victory over the Persians, Heraclius reestablished the old military-administrative government institutes, which managed the Byzantine Near East previously, i.e., the office of master of soldiers in the East (the supreme commander of Byzantine field army within this region) and praetorian prefect of the East (the chief of the civil power at the Near East provinces).",2018.0,,OPEN,,emperor heraclius
