keyword,title,abstract,creator,date,journal,doi,language
danes,Barriers to Participation in Physical Activity Among South Sudanese Children in South Australia,,,,Family and Community Health,,
arthur,Book Review : Comprehensive Casebook of Cognitive Therapy Arthur Freeman Frank M. Dattilio,,,,Family and Community Health,,
arthur,Book Review : The Group Psychotherapy Treatment Planner Kim Paleg Arthur E. Jongsma Jr.,,,,Family and Community Health,,
saka,Nosaka and the Cominform,,,,Far Eastern Survey,,
tang china,Students in Kuomintang China,,,,Far Eastern Survey,,
arianism,Farewell to the University: A Few Thoughts on the Covert Authoritarianism of Liberal Institutions,,,,Farewell to the University: A Few Thoughts on the Covert Authoritarianism of Liberal Institutions,,
anglo-saxon,"Farmers, Monks and Aristocrats: The environmental archaeology of Anglo-Saxon Flixborough",,,,"Farmers, Monks and Aristocrats: The environmental archaeology of Anglo-Saxon Flixborough",,
teke,Agents as Gatekeepers of Fashion,,,,Fashioning Fat: Inside Plus-Size Modeling,,
laeti,Fax from Laetitia Hohenberg to Philip Yenawine,,,,Fax from Laetitia Hohenberg to Philip Yenawine,,
saka,Fax to MOMA from Mikio Sakai,,,,Fax to MOMA from Mikio Sakai,,
antes,Parties prenantes et partenariats,,,,Façonner l’avenir que nous voulons: Décennie des Nations Unies pour l’éducation au service du développement durable (2005-2014) RAPPORT FINAL,,
arthur,Foreword to Judge Arthur Tarnow’s Special Notes,,,,Federal Sentencing Reporter,,
arthur,"United States v. Arthur Anthony Garvey, 905 F.2d 1144 (8th Cir. June 11, 1990) (1990 U.S. App. LEXIS 9375)",,,,Federal Sentencing Reporter,,
antes,"United States v. Jesus Castro-Cervantes, 927 F.2d 1079 (9th Cir. August 9, 1990) (1990 U.S. App. LEXIS 23239)",,,,Federal Sentencing Reporter,,
arthur,"ALBANY MEDICAL COLLEGE ALUMNI TO HONOR MEMORY OF ARTHUR W. WRIGHT, M.D.",,,,Federation Bulletin (Federation of State Medical Boards of the United States),,
arthur,ARTHUR EDMOND WEBB,,,,Federation Bulletin (Federation of State Medical Boards of the United States),,
arthur,"ARTHUR THOMAS McCORMACK: Louisville, Kentucky 1872-1943",,,,Federation Bulletin (Federation of State Medical Boards of the United States),,
arthur,"ARTHUR W. WRIGHT, M.D.",,,,Federation Bulletin (Federation of State Medical Boards of the United States),,
arthur,"ARTHUR W. WRIGHT, M.D.—RETIRING?",,,,Federation Bulletin (Federation of State Medical Boards of the United States),,
arthur,"ARTHUR WRIGHT RETIRES FROM FLEX BOARD THE ""COUNTDOWN"" CONTINUES",,,,Federation Bulletin (Federation of State Medical Boards of the United States),,
arthur,"Arthur S. Elstein, PhD Selected by NBME as Recipient of the 1991 John P. Hubbard Award",,,,Federation Bulletin (Federation of State Medical Boards of the United States),,
arthur,Book Review : Rypins' Medical Licensure Examinations. 10th Edition Arthur W. Wright,,,,Federation Bulletin (Federation of State Medical Boards of the United States),,
arthur,"Book Review : The Doctor, the Hospital, and the Patient in England. Bureau of Business Research, Graduate School of Business Administration Arthur F. Southwick Jr.",,,,Federation Bulletin (Federation of State Medical Boards of the United States),,
saka,Body Politics and the Crafting of Citizenship in Peri-urban Lusaka,,,,Feminist Africa,,
beowulf,"Be a Man, Beowulf",,,,Feminist Approaches to Early Medieval English Studies,,
old english,The Lost Victorian Women of Old English Studies,,,,Feminist Approaches to Early Medieval English Studies,,
arianism,"The Rise, Fall, and Rise of Civil Libertarianism",,,,Feminist Cyberlaw,,
arthur,Class and Gender in Victorian England: The Diaries of Arthur J. Munby and Hannah Cullwick,,,,Feminist Studies,,
saka,Never Again: The Organization of Women Atomic Bomb Victims in Osaka,,,,Feminist Studies,,
samo,The Height of Her Powers: Margaret Mead's Samoa,,,,Feminist Studies,,
antes,LES DIMENSIONS MULTIPLES DELA DISCRIMINATION ENVERS LES FRANCOPHONES IMMIGRANTES INDÉPENDANTES,,,,Femmes francophones et pluralisme en milieu minoritaire,,
arianism,"Fidel Castro Denounces Bureaucracy and Sectarianism. Speech of March 26, 1962. New York, 1968.",,,,"Fidel Castro Denounces Bureaucracy and Sectarianism. Speech of March 26, 1962. New York, 1968.",,
mamluks,From the mamluks to the mansabdars,,,,Fighting for a Living: A Comparative Study of Military Labour 1500-2000,,
antes,Miradas discrepantes (Institute Benjamenta),,,,Figuraciones de la otredad en el cine contemporáneo,,
arthur,"'What do you think I am, a goop?': JEAN ARTHUR",,,,Film Comment,,
arthur,ARTHUR BARRON,,,,Film Comment,,
arthur,ARTHUR BARRON: The Self Discovery of A Documentary Filmmaker,,,,Film Comment,,
britannia,BRITANNIA WAIVES THE RULES: Raymond Durgnat on the Angry Young Cinema,,,,Film Comment,,
arthur,"Book Review : FILM AND SOCIETY Series: Scribner Research Anthologies RICHARD DYER MacCANN Irving Thalberg Arthur Knight Ernie Pyle James Agee Leo Rosten Upton Sinclair Mortimer Adler Bosley Crowther Joe Hyams Norman Cousins G. B. Shaw Martin Steinmann, Jr",,,,Film Comment,,
arthur,Book Review : PERSISTENCE OF VISION; A COLLECTION OF FILM CRITICISM JOSEPH McBRIDE Arthur Lennig McBride Howard Koch Andrew Sarris F. A. Macklin,,,,Film Comment,,
arthur,"Book Review : SIGHT, SOUND, AND SOCIETY—MOTION PICTURES AND TELEVISION IN AMERICA DAVID MANNING WHITE RICHARD AVERSON Gilbert Seldes S. I. Hayakawa Walter Lassally Robert Steele Robert Vas David T. Bazelon Clifford Odets Andrew Sarris Harry S. Ashmore Hubbell Robinson Arthur Schlesinger, Jr. John M. Culkin Stan VanDerBeek",,,,Film Comment,,
saka,Book Review : STRAY DOG Akira Kurosawa Ryuzo Kisushima Asakazu Nakai Fumio Hayasaka Toshiro Mifune Takashi Shimura Keiko Awaji R. Yamamoto,,,,Film Comment,,
arthur,Book Review : THE EMERGENCE OF FILM ART LEWIS JACOBS Alberto Cavalcanti Aline Saarinen Peter Cowie Arthur Knight Ingmar Bergman Donald Richie Michelangelo Antonioni Stanley Kauffmann Hopkinson Blake,,,,Film Comment,,
arthur,"Book Review : THE SILENT VOICE-A TEXT, THE GOLDEN AGE OF THE CINEMA ARTHUR LENNIG",,,,Film Comment,,
arthur,Book Review : The Innocent Eye Arthur Calder-Marshall Paul Rotha Basil Wright,,,,Film Comment,,
arthur,Book Review : What Makes the Digital Tick Paul Arthur,,,,Film Comment,,
teke,Gatekeeping Without Tears,,,,Film Comment,,
arthur,"LOVE IS THE MESSAGE, THE MESSAGE IS DEATH: ARTHUR JAFA",,,,Film Comment,,
burgundy,The Duke of Burgundy,,,,Film Comment,,
arthur,Book Review : Dilemma (1962) Peter Jackson Peter Halliday Ingrid Hafnett Arthur Hewlett,,,,Film Criticism,,
saka,"Form and Function in ""Osaka Elegy""",,,,Film Criticism,,
angles,When Slayer Met the Bangles,,,,Film Criticism,,
arthur,"Arthur Miller's Proletariat: The True Stories of ""On the Waterfront"", Pietro Panto, and Vincenzo Longhi",,,,Film History,,
crusades,Pressing Matters: Media Crusades before the Nickelodeons,,,,Film History,,
arianism,Book Review : French Colonial Documentary: Mythologies of Humanitarianism,,,,Film Quarterly,,
antes,Pedro Almodóvar’s <em>Los Amantes Pasajeros</em> (<em>I’m So Excited</em>),,,,Film Quarterly,,
barbarian invasions,The Barbarian Invasions (Les Invasions barbares),,,,Film Quarterly,,
angles,AN ALGORITHM FOR CONSTRUCTING GRAPHS WITH GIVEN EIGENVALUES AND ANGLES,,,,Filomat,,
angles,Angles and Quasiconformal Mappings Between Manifolds,,,,Filomat,,
angles,Characterization of Some Classes of Compact Operators between Certain Matrix Domains of Triangles,,,,Filomat,,
angles,Hölder's means and triangles inscribed in a semicircle in Banach spaces,,,,Filomat,,
angles,On Completing Triangles in Teichmüller Space,,,,Filomat,,
angles,On a new generalization of Fibonacci and Lucas <em>p</em>-triangles,,,,Filomat,,
angles,On the growth of derivatives of algebraic polynomials in regions with a piecewise quasicircle with zero angles,,,,Filomat,,
angles,Some binomial identities related to the Catalan triangles and the halves of the Pascal matrix,,,,Filomat,,
angles,The Sum of the Interior Angles in Geodesic and Translation Triangles of S L 2 ( ℝ ) ~ Geometry,,,,Filomat,,
angles,The duals of certain matrix domains of factorable triangles and some related visualisations,,,,Filomat,,
angles,Uniform and Pointwise Estimates for Algebraic Polynomials in Regions with Interior and Exterior Zero Angles,,,,Filomat,,
arthur,Auditor's Reputation and Equity Offerings: The Case of Arthur Andersen,,,,Financial Management,,
arthur,"Book Review : (Wirkl. kaiserl. russ. Staatsrat), Le marché financier en 1891 Arthur Raffalovich",,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Aufsätze zur ökonomischen Theorie Joseph A. Schumpeter Erich Schneider Arthur Spiethoff,,,,FinanzArchiv / Public Finance Analysis,,
arthur,"Book Review : Correspondent de l'Institut, Le marché financier en 1894/95 Arthur Raffalovich",,,,FinanzArchiv / Public Finance Analysis,,
cuman,"Book Review : Croxatto, Giancarlo - Uckmar, Avv. Viktor - Bilie, Sten. F. W.: The tax conventions of December 20, 1956 between Italy and Sweden. Publications of the International Bureau of Fiscal Documantation No. 14 (Supplement A to the Bulletion for International Fiscal Documentation Vol. VII) International Bureau of Fiscal Documentation",,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Der Aufbau im Osten (Kieler Vorträge 68) Arthur Greiser,,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Der Triumph der Organisation und ihr Siegespreis Arthur Travers-Borgstroem Franz Heinemann,,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Deutschlands Zahlungsbilanz. Zugleich Chronik der Auslandsbeziehungen der deutschen Volkswirtschaft Arthur Heichen,,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Developing Countries and International Fiscal Law. Schriftenreihe des Forschungsinstituts der Friedrich-Ebert-Stiftung Arthur Bergmann,,,,FinanzArchiv / Public Finance Analysis,,
arthur,"Book Review : Die Lenkungssteuer – ein Instrument zur Induzierung sozialorientierten Verhaltens im Wohlfahrtsstaat? Basler sozialökonomische Studien, Bd. 5 Arthur Mohr",,,,FinanzArchiv / Public Finance Analysis,,
arthur,"Book Review : Die englische Währungsabwertung und die wirtschaftlichen Wechsellagen. Untersuchung des gegenwärtigen Aufschwungs der englischen Wirtschaft. (Beiträge zur Erforschung der wirtschaftlichen Wechsellagen, Aufschwung, Krise, Stockung, Heft 18 Hanns Mühlenhoff Arthur Spiethoff",,,,FinanzArchiv / Public Finance Analysis,,
arthur,"Book Review : Die geldliche Wechsellagenlehre. Darstellung und Kritik der geldlichen Wechsellagentheorien von Hawtrey, Wicksell und Hayek. (Beiträge zur Erforschung der wirtschaftlichen Wechsellagen Aufschwung, Krise, Stockung, Heft 17 Mathias Ernst Kamp Arthur Spiethoff",,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Die wirtschaftlichen Wechsellagen. Bd. I: Erklärende Beschreibung. Bd. II: Lange statistische Reihen über die Merkmale der wirtschaftlichen Wechsellagen Arthur Spiethoff Edgar Salin,,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Fiscalité des plus-values d'entreprise. Université de Bruxelles Arthur Dersin,,,,FinanzArchiv / Public Finance Analysis,,
samo,"Book Review : Pregledi o stanju svih samoupravnih prihoda i rashoda Kraljevine Srba, Hrvata i Slovenaca za 1926 god. (Uebersicht über den Stand der Einnahmen und Ausgaben der Selbstverwaltungskörperschaften im Königreiche der Serben, Kroaten und Slovenen im Jahre 1926)",,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Probleme nationaler und internationaler Wirtschaftsordnung: A. Planung und Preismechanismus. - B. Probleme der Wirtschaftsunion souveräner Staaten. -Hand- und Lehrbücher aus dem Gebiet der Sozialwissenschaften James Edward Meade Edgar Salin Arthur Spiethoff,,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Short Term Capital Movements under the Pre-1914 Gold Standard. Princeton Studies in International Finance No. 11 Arthur I. Bloomfield,,,,FinanzArchiv / Public Finance Analysis,,
saka,"Book Review : Strukturwandlungen der amerikanischen Wirtschaft seit dem Kriege. (Schriftenreihe der Verwaltungs- und Wirtschaftsakademie, Heft 1) Wolfgang F. Stolper",,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : The Evolution of Money Rupert J. Ederer Arthur R. Burns,,,,FinanzArchiv / Public Finance Analysis,,
arthur,"Book Review : The Theory of Prices, A Re-Examination of the Central Problems of the Monetary Theory. Vol. I Arthur W. Marget",,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Vertraglicher Schutz gegen Schwankungen des Geldwerts (Goldklauseln und andere Abreden zur Minderung des Valutarisikos) Arthur Nußbaum,,,,FinanzArchiv / Public Finance Analysis,,
arthur,Book Review : Wirtschaftlichkeitsrechnung. Hand- und Lehrbücher aus dem Gebiet der Sozialwissenschaften Erich Schneider Edgar Salin Arthur Spiethoff,,,,FinanzArchiv / Public Finance Analysis,,
arthur,"Book Review : Zweihundert Jahre öffentliches Bankwesen. Bd. 6 der Schriftenreihe „Öffentliche Kreditwirtschaff“, Vorsitzender des Ausschusses für Agrarkredit bei der Reichsgrupp Banken, Abteilungrsleiter im Stabsamt des Reichsbauernführes Arthur Herrmann Heinz Marquardt",,,,FinanzArchiv / Public Finance Analysis,,
saka,Book Review : „Bibliography of Economic Science“ Vol. I: Public Finance (1919—1988) Institute for Economic Research Osaka University of Commerce,,,,FinanzArchiv / Public Finance Analysis,,
arthur,Wesen und Wirken der Kontrolle. Betrachtungen zum staatlichen Kontrollwesen in der Bundesrepublik: Bemerkungen zum gleichnamigen Buch von Arthur Fuchs,,,,FinanzArchiv / Public Finance Analysis,,
vandal,War's Vandalism Destroys the World's Masterpieces,,,,Fine Arts Journal,,
samo,First Contacts in Polynesia: The Samoan Case (1722-1848) Western Misunderstandings about Sexuality and Divinity,,,,First Contacts in Polynesia: The Samoan Case (1722-1848) Western Misunderstandings about Sexuality and Divinity,,
samo,In memory of the Samoans who discovered the Papālagi,,,,First Contacts in Polynesia: The Samoan Case (1722-1848) Western Misunderstandings about Sexuality and Divinity,,
arianism,Some reflections on whether the Mandates were a slow burning fuse for toxic sectarianism in Arab countries,,,,First World War and Its Aftermath,,
danes,"Five hundred plant species in Gunung Halimun Salak National Park, West Java: A checklist including Sundanese names, distribution and use",,,,"Five hundred plant species in Gunung Halimun Salak National Park, West Java: A checklist including Sundanese names, distribution and use",,
danes,Index of Sundanese names,,,,"Five hundred plant species in Gunung Halimun Salak National Park, West Java: A checklist including Sundanese names, distribution and use",,
alans,Grammitid Ferns (Polypodiaceae): III. ALANSMIA,,,,Flora Neotropica,,
arthur,Aerial dispersal of <em>Lygodium microphyllum</em> spores within Arthur R. Marshall Loxahatchee National Wildlife Refuge,,,,Florida Scientist,,
angles,"CALCULATED X-RAY POWDER DIFFRACTION PATTERNS FOR BARITE, CELESTITE, AND ANGLESITE",,,,Florida Scientist,,
arthur,"IMPACTS OF THE INTRODUCED FERN, LYGODIUM MICROPHYLLUM, ON THE NATIVE VEGETATION OF TREE ISLANDS IN THE ARTHUR R. MARSHALL LOXAHATCHEE NATIONAL WILDLIFE REFUGE",,,,Florida Scientist,,
arthur,PRELIMINARY SURVEYS FOR ROUND-TAILED MUSKRATS IN ARTHUR R. MARSHALL LOXAHATCHEE NATIONAL WILDLIFE REFUGE,,,,Florida Scientist,,
