title,abstract,keywords,year,journal_title,license,link,query
The Cutting Edge in Print,"This article explores how Scholastic notions of the body, mind and cognition inform the didactic principles structuring the Opera nova (1536) by Achille Marozzo (1484-1553). A Bolognese fencing master, Marozzo belonged to a tradition of institutionalized martial training which had historically emphasized its connections to academic discourses of learning. In spite of this, Marozzo’s own work has been interpreted as following a straightforward tradition of copying forms and patterns, without much of an underlying theoretical argument. This article argues that Marozzo does present several conceptual references to Scholastic ideas about the workings of the brain, however, in particular to the mind’s dependence on mental images provided by the senses. Delving into these references not only helps to understand the didactic principles at work in the Opera nova as a whole, but also the specific role Marozzo seems to have attributed to the many woodcuts included in his book. In presenting this argument, this article then argues for the fruitful insights that can be gained from connecting fight books to both medieval and early modern Scholasticism, and the history of early modern art and science.","Achille Marozzo, Scholasticism, Natural Philosophy, Aristotelianism, Epistemic Images, Ingegno",2023,Acta Periodica Duellatorum,,https://bop.unibe.ch/apd/article/view/9209,early medieval history
A comprehensive study of floods in Poland in the 17th–18th centuries,"Study region: Poland, with the regions of Baltic Coast and Pomerania, Masuria-Podlasie, Greater Poland, Masovia, Silesia, and Lesser Poland located in the basins of the Baltic Coast rivers, the Vistula River and the Oder River. Study focus: This study focused on completing the documentation of historical floods in Poland before the 19th century and providing a valuable source for historical hydrology studies in Europe. To this end, a comprehensive database of all floods for the 17th–18th centuries was used, that was based on documentary evidence from 293 sources and 978 weather notes describing all flood occurrences. New hydrological insights for the region: The finding of this study revealed the occurrences of 678 floods, including 37 new cases that have been discovered and documented only in this research. Spatial analysis of the results revealed that most of the floods occurred in the Vistula River basin. The number of floods by season was greatest for summer (JJA) (47 %) and smallest for autumn (7 %). Investigation of the origin of floods indicated that rain was the main factor contributing to occurrences of floods in Poland (38 %). The estimation of the intensity of floods showed that most of the floods were “smaller, regional floods” (257 cases) based on the Brázdil et al. (2006b) classification and “extraordinary” (501 cases) in the Barriendos &amp; Coeur (2004) classification.","Historical hydrology, Historical floods, Historical climatology, Poland, Central Europe, 17th–18th centuries",2024,Journal of Hydrology: Regional Studies,,http://www.sciencedirect.com/science/article/pii/S2214581824001447,early medieval history
The Historical Memory of the Grand Principality of Lithuania in the Belorussian Society in the XX – Early XXI Century,"The article explores the state of historical memory of the Grand Duchy of Lithuania during the XX century and the beginning of the XXI century. Previously the Grand Duchy of Lithuania was not an element of the historical memory of ordinary inhabitants of the Belarusian provinces. The memory of Lithuania was preserved only among the Polish residents of the region. Russian imperial scholars were interested in the history of the Grand Duchy of Lithuania, but they did not contribute to the formation of Belarusian view of the history. The formation of the Belarusian historical memory began quite late – at the turn of the late XIX – early XX centuries. At the beginning of the XX century, nationalists constructed the Belarusian image of the Grand Duchy of Lithuania, but after the revolution they emigrated. The historical memory of the Grand Duchy of Lithuania in the Belarusian society in the XX century was determined by the representation of this medieval state as Lithuanian, not Belarusian. During the period of Perestroika, emigrant stereotypes about the historical past began to penetrate into Belarus. After the collapse of the USSR, Belarusian intellectuals shaped a new view of the past. The Grand Duchy of Lithuania was presented as a Belarusian state. The idea of the medieval Lithuanian state as Belarusian became deeply ingrained at the early XXI century.","grand duchy of lithuania, belarus",2025,Современная Европа,,http://www.sov-europe.ru/images/pdf/2025/1-2025/Gronsky-1-25.pdf,early medieval history
The Appearance of the Khazars in the Caucasus,"The early history of the Khazars is still to be thoroughly investigated. When they came to the Caucasus is lesser known than their origins. The original land of the Khazar tribe, a member of the T’ieh-le union, was likely in the South Siberian belt. They, together with the comrade tribes Suvars and Barsils, if not still others, were attacked by the Uyghurs, another T’ieh-le member, possibly in cooperation with the Avar and Türk alliance in the mid-5th century. The trio migrated to the north of the Caucasus, after expelling the Ogurs. So, the Khazars came to the west in company with the Suvars, who represented and led the interim union towards the outer world. The Suvars were closer to Persia on the Darband Gate, and the Khazars were to their north. The formers were more active in the early generations, but this meant also the speedier melting of their human source. So the Khazars became relatively more crowded. In contrast to the Romans referring only to the name ‘Suvar’ (Sabir), the Persians were able to separate between the Suvars and Khazars. Their sources have not survived to us, but were abundantly used by early medieval Muslim authors, that need to be checked for anachronism. This helped contruct this paper in a certain logic, according to which the appearance of the Khazars in the Caucasus can be taken to the beginning of the 6th century, if not a little earlier.","hazar, uygur, suvar, barsil, i̇ran, kafkaslar, bizans, khazar, uyghur, suvar/sabir, barsil, caucasus, persia, byzantium",2025,Gazi Akademik Bakış,,https://dergipark.org.tr/tr/download/article-file/4948881,early medieval history
"The Contested History of a Book: The German Bible of the Later Middle Ages and Reformation in Legend, Ideology, and Scholarship","The wide distribution and availability of German and other vernacular Bible translations in the late fourteenth and fifteenth centuries, with 22 printed full Bible translations into German/Low German/Netherlandish appearing before Luther’s famous Bible translation, has been known to scholars since at least the early eighteenth century, when various works on German Bibles before the Reformation began to appear. However, the existence of such translations did not guarantee that scholars, especially church historians and historians of the Reformation took such Bible translations seriously. Luther himself had claimed (polemically) that the Bible had been entirely unknown and unavailable when he was a young man. The rather dispassionate scholarship of the eighteenth century, which included important works on pre-Reformation German Bibles by orthodox Lutheran divines, gave way in the second half of the nineteenth century to a rather bitter polemical discourse in the context of the Kulturkampf in Germany. Luther the linguistic genius and Luther the theological hero were the protagonists on one side; the late medieval Bible, on which Luther drew heavily for his own translation, was on the other. Not so much a Catholic-Lutheran debate as an ideological one about the place, value and influence of medieval piety and culture (and their relation to German national culture) was played out by prominent church historians. By the eve of WWII, German Bible scholarship had become a more clear-eyed exercise in historical evaluation--yet immediately after the war, in the context of the Cold War and the construction of a lineage of democratic and liberty-oriented values for Christian western Europe, the Luther Bible began to loom ever larger, especially in textbooks and general surveys, as a turning point in the history of western culture. Since the 1990s, more specialized and careful assessments of the importance of pre-Reformation German Bibles have prevailed, perhaps as part of a general re-evaluation of medieval culture and piety from perspectives informed more by anthropology and literary theory than by ideological polemic. These findings might shed light on the modes of history-writing in the contexts of both myth-making and source analysis.",early medieval history,2009,Journal of Hebrew Scriptures,,https://jhsonline.org/index.php/jhs/article/view/6242,early medieval history
Die mediëvalistiese karikatuur van seksuele verval in Laat-Middeleeuse vrouekloosters,"The medievalist caricature of sexual regress in Late-Medieval female monasteries: This article confronts the widely published medievalist caricature of sexual regress in Late-Medieval female monasteries by presenting a statistical analysis of the relatively low (measured against the Early and Central Middle Ages) frequency of sexual contact between monks and nuns, monks and monks, and nuns and nuns in 15th century England. C.H. Knudsen’s examination of the pastoral register of the bishop of Lincoln, William Alnwick, in the period from 1436 to 1449 is utilised to counter the common, yet profoundly modernist notion of the Late-Medieval ‘wayward nun’. Five idea-historical developments from the Early and Central Middle Ages are presented as a backdrop to this statistical analysis, showing that sexual encounters in monasteries in the Early to Central Middle Ages in the Latin West occurred more often than merely sporadic. Having defined medievalism as ‘post-Medieval ideological-reductionist and anachronistic reconstructions of the Middle Ages, whereby the Middle Ages is essentialised by one or more contingencies’, it becomes clear that the notion of ‘sexual regress in Late Medieval female monasteries’ with the image of the ‘wayward nun’ centralised therein, points to a form of medievalism: a single contingent aspect of Medieval female monasteries – the occurrence of sexual contact, however discreet – is used to present a fabricated totality of a complex socio-historical context. How complex this historical context indeed is, becomes apparent in Knudsen’s analysis of the bishop of Lincoln’s pastoral register during his 79 visits to 70 monasteries and interrogations of 217 nuns and 528 monks. Concluding that the ‘promiscuous monk’ was a far more general phenomenon than the ‘wayward nun’ in the Later Middle Ages, Knudsen’s analysis confirms that the Middle Ages is still as much a domain of research as it is a realm of fantasy today. The modernist fixation on the Late-Medieval ‘wayward nun’ is, for example, expressed in Heinrich Lossow’s (1843–1897) provocative painting Die Versündigung (ca.1880). It is argued that the ‘wayward nun’ in Lossow’s painting was a self-conscious attempt to escape from the impasse created by Victorian sexual repression: just as in every other 19th and early 20th century representation of sexual regress in Late-Medieval female monasteries, ‘she’ was nothing more than vulgar fiction. Intradisciplinary and/or interdisciplinary implications: This critique of the medievalist caricature of sexual regress in Late-Medieval female monasteries overlaps with a variety of philosophical and theological disciplines, including Medieval philosophy, Medieval history, church history, patristics, philosophy of religion and sociology of religion. Whenever these proximate disciplines are impacted by niche Medieval research, it may hold implications that these disciplines could take note of.","augustine, william alnwick, peter damian, late-medieval female monasteries, late middle ages, heinrich lossow, medievalism, shenout of atripe, die versündigung (ca. 1880)",2022,Verbum et Ecclesia,,https://verbumetecclesia.org.za/index.php/ve/article/view/2415,early medieval history
The Chronica Maiora of Isidore of Seville,"Isidore of Seville’s Chronica Maiora was written in two redactions in early seventh century and reveals a great deal about the political, religious and intellectual history of late antique and early medieval Spain. a comparative analysis of the different versions demonstrates the author in action, responding to a range of contemporary stimuli. On a series of levels, the changing form and contents of the chronicle can be mapped against a rapidly changing religious and political background to provide valuable historical data and insights into the working methods and intellectual world of the most important author of early medieval Spain. This article offers a brief introduction to the text and its context of production before presenting an English translation of the two redactions of the text.","chronicles, Isidore of Seville, Visigoths, universal history, heresy, seventh century",2008,E-Spania,,https://journals.openedition.org/e-spania/15552,early medieval history
The Others and the Croats in Early Medieval Eastern Adriatic History,"This paper examines the narrative strategies of the oldest two medieval Eastern Adriatic historical accounts regarding the emergence of the Early Medieval gentes in local history. Seen through the framework of Othering, these accounts display complicated images within images rather than a linear narrative. At the same time, two categories of the Other seem to appear in them – the present, preferable Other, and the past, undesirable Other. By employing such strategies, the two histories depict all the gentes in an almost identical manner, and in accordance with the established images, with only some layers of actual historical background.Keywords: Middle Ages, Eastern Adriatic, medieval historians, Others, Croats“… multi christianorum … eligentes magis cum eis sustinere persecutiones et penuriam et salvare animas suas, quam gaudere ad tempus cum gentilibus et vi eorum perdere animas” (CPD 1: 28-30). Such severe accusations were brought in historical accounts from the High Middle Ages against those wicked gentes that were, at some point during the Migration Period, disturbing the “peacefully living” urban population of the Eastern Adriatic. Did the events mentioned in them really happen? If not, what was the point of a medieval historiographical narrative? Who were the gentes of those “dark ages,” especially from the viewpoint of the High Medieval histories? To answer these questions in the following text, I will employ one among a variety of useful frameworks for understanding Early Medieval history of the Eastern Adriatic – that of Othering. To put it simply, Othering can be understood as a binary dichotomy of interrelationships between persons, social groups, and/or identities in dominant and inferior cultural positions, in which the notion of belonging becomes a crucial sign of one’s social position. In such a formation of the Self and the Other, the process of the Othering provides evidence of the fashioning of the Self, its hidden desires and goals, through the stereotyping and scapegoating of the Other – weather positively or negatively – and by being aware of the Other. In fact, the Self is revealed and constructed through the Other and in relation to the Other. In such a dynamic, the value judgment of the Other varies over time between inferior (most often) and equal. Depending on how distant they are from the Self, there can be more than one Other, although they are to some extent all the same because of their Otherness. The concept can be deployed in many ways, one of which is also the construction of the identity/ethnicity, particularly suitable in this case. It is also a useful tool primarily in postcolonial medieval studies (or postcolonial theory applied to medieval societies). Although such use has been much debated, it seems to serve the purpose of interpreting various medieval cultural and social contacts, confrontation, and exchange (above all transculturation and hybridity), as well as medieval narratives. I will proceed to examine the narratives of the two oldest historical accounts from the Eastern Adriatic area – Gesta Regum Sclavorum (CPD; also called Chronicle of the Priest of Diocleia) and Historia Salonitana (HS) – about the Migration Period, with a focus on the emergence of Croats in the history of South-Eastern Europe. I aim to demonstrate the manner in which medieval historians used multi-layered strategies of Othering to present the past in a hierarchical order corresponding to the needs of their present. By doing so, two categories of the Other seem to appear – the present, preferable Other, and the past, undesirable Other. I hope that I will, at the same time, promote a more thorough (inter)textual analysis of the narrative corpora and symbol structures of both Eastern Adriatic medieval histories, as medievalist",early medieval history,2021,[sic],,http://www.sic-journal.org/ArticleView.aspx?aid=658,early medieval history
Challenges to Democracy in the Middle East,"Many scholars have attempted to tackle the question of why democracy has seemingly failed to take root in the Islamic milieu, in general, and the pre dominantly Arab Middle East, in particular, while the rest of the world has witnessed the fall of""pax-authoritaria"" especially in the wake of the demercratic revolution triggered by the failure of communism. Some view this resistance to the Third Wave, as being rooted in the Islamic cultural dynamics of the region, whereas others will ascribe it to the level of political development (or the lack thereof). An anthology of essays, Challenges to Democracy in the Middle East furnishes the reader with five historical case studies that seek to explain the arrested socio politico-economic development of Syria, Lebanon, Iraq, Iran, and Turkey, and the resulting undemercratic political culture that domjnates the overall political landscape of the Middle East. The first composition in this omnibus is ""The Crisis of Democracy in Twentieth Century Syria and Lebanon,"" authored by Bill Harris, senior lecturer of political studies at the University of Otago in Dunedin, New Zealand. Haris compares and contrasts the political development of Syria and Lebanon during the French mandate period and under the various regimes since then. He examines how the two competing forms of national­ism, i.e., Lebanonism and Arabism, along with sectarianism, are the main factors that have contributed to the consolidation of one-party rule in Syria, and the I 6-year internecine conflict in Lebanon. After a brief overview of the early history of both countries, the author spends a great deal oftime dis­cussing the relatively more recent political developments: Syria from 1970 onwards, and Lebanon from I 975 to the I 990s. Harris expresses deep pes­simism regarding the future of democratic politics in both countries, which in his opinion is largely due to the deep sectarian cleavages in both states. The next treatise is ""Re-inventing Nationalism in B????thi Iraq 1968- 1994: SupraTerritorial Identities and What Lies Below,"" by Amatzia Baram, professor of Middle East History at the University of Haifa. Baram surveys the Ba·th's second stint in power (1968-present) in lraq. Baram's opinion is that a shift has occurred in B????thist ideology from an integrative Pan-Arab program to an Iraqi-centered Arab nationalism. She attributes this to Saddam's romance with the past, on the one hand, which is the reason for the incorporation of themes from both the ancient Mesopotamian civiliza­tion and the medieval Abbasid caliphal era, and, on the other hand, to Islam and tribalism, that inform the pragmatic concerns of the Ba'thist ideological configuration ...",early medieval history,2002,American Journal of Islam and Society,,https://www.ajis.org/index.php/ajiss/article/view/1958,early medieval history
“The Development of the Ideas of Scholars of Previous Generations Will Be the Best Monument for Them”: In Memory of Leonid Teodorovich Yablonsky (1950–2016),"Research objectives: To consider the creative path and main views of L.T. Yablonsky, as well as his influence on ideas about the ethnic history of the Golden Horde population and theoretical problems of ethnogenesis. Research materials: The authors of the article were based on numerous publications by L.T. Yablonsky, as well as personal impressions from meetings with the researcher on expeditions and at academic conferences. Results and novelty of the research: The authors consider the formation of L.T. Yablonsky as a unique specialist who combined archaeological training and professional study of physical anthropology. This allowed him to draw important conclusions about the formation of the Golden Horde population. Later, he resorted to this method to study the early nomads of the Aral Sea region and the South Urals. His works became an event in the research field, since they positively differed from others not only by an interdisciplinary approach to the problem under study – at the junction of archaeology and ethnogenetics – but also by the wide use of anthropological materials. Prior to these works, all information about the population of the Jochid ulus was fragmentary and unsystematic, and he was the very researcher who first connected the data of paleoanthropology and the analysis of the burial rite in medieval burial grounds. He proved the fact that the Golden Horde population consisted of mixed population groups, and identified those population groups that, in his opinion, came from Central Asia. L.T. Yablonsky attached great importance to the methodology of research on ethnogenesis and ethnic history. He advocated an integrated scientific approach to their study and emphasized the huge role of paleoanthropology and archaeology in solving ethnogenetic problems. In his opinion, the rapid divergence of various scientific disciplines – ethnology, archaeology, physical anthropology, and genetics – was the main problem that hindered the development of scientific ethnogenetic research. L.T. Yablonsky, therefore, believed that expanding comprehensive research would help solve this problem.","archaeology, physical anthropology, golden horde, ethnogenesis, early nomads, muslim necropolises of the volga region, islam in the golden horde, racial science",2021,Золотоордынское обозрение,,http://goldhorde.ru/en/stati2021-4-12/,early medieval history
Frederick II of Hohenstaufen and modern ecology,"Emperor Frederick II’s early thirteenth-century book on falconry, De arte venandi cum avibus, is probably the most famous single source for scholars who survey the state-of-the-art in natural sciences in medieval times. Most of the research on his book has focused on the marginal illustrations featuring about 80 bird species. However, the book contains a large amount of ethological, ecological, morphological and faunistic knowledge about bird fauna. Frederick was also one of the first to conduct experiments with birds. Here, we describe the ornithological experiments and observations of Frederick and evaluate them from the perspective of modern ecology. In many contexts, Frederick expressed criticism of Aristotle and his work Liber Animalium. Frederick’s observation upon the geographical variation of species was partially in contrast to the Aristotelian typological or essentialist species concept. This is an important finding from the point of view of the western history of biology. De arte venandi cum avibus demonstrates Frederick’s deep knowledge of the ecology, morphology and behaviour of birds. This knowledge he gained via his long practice with falconry. The love of falconry made Frederick an early proponent of empiricism, and De arte venandi cum avibus was actually the most important achievement of empirical zoology in the thirteenth century.","Aristotle’s criticism, bird migration, De Arte Venandi cum Avibus, Medieval natural history, predation, species geographical variation",2021,Natural History Sciences,,https://sisn.pagepress.org/index.php/nhs/article/view/539,early medieval history
