title,authors,publisher,publishedDate,description,pageCount,categories,language,isbn,source_query
"Malta, Mediterranean Bridge",Stefan Goodwin,Praeger,2002-06-30,"Annotation Malta is located at the center of the Mediterranean Basin, a region important in the movement of Homo erectus beyond Africa to other parts of the world and pivotal in numerous cultural transformations that have affected our species from prehistory until the present time. Malta can serve well as a prism for understanding much that is important about lifeways in the Mediterranean: trade, subsistence systems, religion, urbanization, and the transmigration of peoples in war and in peace.",232,History,en,,muslim conquest of maghreb
"Migration and Mortality in Africa and the Atlantic World, 1700-1900",Philip D. Curtin,Routledge,2001,"These papers explore the history of the tropical regions of the Atlantic basin, sometimes focused on the Caribbean, sometimes on Africa, but always with a comparative dimension. The Atlantic basin is central to most of these comparisons, but they are a part of an even broader effort to capture the perspective of world history. Some deal with the shores of the Atlantic in the framework of economic history, but the author's concern is most particularly with the role of the environment in history, especially the disease environment. Disease was particularly important for migrants who moved from one disease environment to another. In the tropical Atlantic, disease was a crucial factor in the formation of the slave trade, affecting both the involuntary passengers and those who came out from Europe to manage the trade.",378,Business & Economics,en,,muslim conquest of maghreb
Anastasius I Politics and Empire in the Late Roman World,Fiona K. Haarer,Francis Cairns Publications,2006,"""F. K. Haarer systematically explores the interlocking reforms of Anastasius, and his governance of the late fifth-century empire. His use of diplomacy in foreign policy is highlighted: in the east, relations with the Arabs before war broke out with Persia in 502; in the west, attempts to come to a modus vivendi with Theoderic and to strengthen ties with the Franks and Burgundians. It is shown that Anastasius, although failing in his attempts to heal the Empire's acrimonious doctrinal rifts, forged solid achievements in many aspects of administration: tax and coinage reforms, agrarian legislation, army restructuring, control of the factions, and a well-planned building programme."" ""Maps, appendixes, a glossary, bibliography and indexes are provided. Latin and Greek sources are quoted both in the original and in translation, those from other languages in English only. This book will interest classicists and historians, particularly of the later Roman, pre-Byzantine Empire.""--BOOK JACKET.",374,Biography & Autobiography,en,,ghassanids
Ghassan Resurrected,Yāsamīn Zahrān,Stacey International Publishers,2006,"The Ghassanids feature little in modern western discourse today, but they formed the last Arab supremacy before Islam, dominating both Arab and Roman history from the third century AD to the sixth. As the first Christian Arab kingdom, the Ghassanids are reviled to this day by many Islamic extremists, who see them as examples of Arabs betraying thei",220,History,en,,ghassanids
Roman Frontier Studies 2009 Proceedings of the XXI International Congress of Roman Frontier Studies (Limes Congress) Held at Newcastle Upon Tyne in August 2009,"Nick Hodgson, Paul T. Bidwell, Judith Schachtmann",Archaeopress Archaeology,2017,"Proceedings of the 21st International Congress of Roman Frontier Studies (LIMES XXI), hosted by Tyne & Wear Archives & Museums, Newcastle upon Tyne, UK, in August 2009.",788,History,en,,ghassanids
"The History of al-Ṭabarī Vol. 5 The Sāsānids, the Byzantines, the Lakmids, and Yemen",Abū Jaʿfar Muḥammad ibn Jarīr al-Ṭabarī,SUNY Press,1999-11-04,"This volume of al-Ṭabarī’s History provides the most complete and detailed historical source for the Persian empire of the Sāsānids, whose four centuries of rule were one of the most glorious periods in Persia’s long history. This volume of al-Ṭabarī's History has a particularly wide sweep and interest. It provides the most complete and detailed historical source for the Persian empire of the Sāsānids, whose four centuries of rule were one of the most glorious periods in Persia's long history. It also gives information on the history of pre-Islamic Arabs of the Mesopotamian desert fringes and eastern Arabia (in al-Hira and the Ghassanid kingdom), and on the quite separate civilization of South Arabia, the Yemen, otherwise known mainly by inscriptions. It furnishes details of the centuries'-long warfare of the two great empires of Western Asia, the Sāsānids and the Byzantine Greeks, a titanic struggle which paved the way for the subsequent rise of the new faith of Islam. The volume is thus of great value for scholars, from Byzantinists to Semitists and Iranists. It provides the first English translation of this key section of al-Ṭabarī's work, one for which non-Arabists have hitherto relied on a partial German translation, meritorious for its time but now 120 years old. This new translation is enriched by a detailed commentary which takes into account up-to-date scholarship.",502,History,en,0791497224,lakhmids
Byzantium and the Arabs in the Sixth Century,Irfan Shahîd,Dumbarton Oaks,1995,"Byzantium and the Arabs in the Sixth Century is devoted to frontier studies and to the structures of the Arab federates of Byzantium. It deals mainly with the Ghassanids of Oriens in the sixth century, a time of transition from Late Antiquity to the Middle Ages. The focus of this study is on the military, religious, and civil structures of the Ghassanids. The detailed study of these buildings contributes to our understanding of Byzantine provincial art and architecture in Oriens, as they were adopted by the federate Arabs and later adapted to their own use. As monuments of Christian architecture, these federate structures constitute the missing link in the development of Arab architecture in the region--the link between the earlier pagan (Nabataean and Palmyrene) and later Muslim (Umayyad).",516,History,en,0884022846,lakhmids
The Armies of Ancient Persia The Sassanians,Kaveh Farrokh,Pen and Sword,2014-02-28,"Throughout most of the classical period, Persia was one of the great superpowers, placing a limit on the expansion of Western powers. It was the most formidable rival to the Roman empire for centuries, until Persia, by then under the Sassanians, was overwhelmed by the Islamic conquests in the seventh century AD. Yet, the armies of ancient Persia have received relatively little detailed attention, certainly in comparison to those of Rome. This work is the firsst of three volumes that will form the most comprehensive study of ancient Persian armies available.The Sassanians, the native Iranian dynasty that ousted their Parthian overlords in AD 226, developed a highly sophisticated army that was able for centuries to hold off all comers. They continued the Parthians famous winning combination of swift horse archers with heavily-armored cataphract cavalry, also making much use of war elephants, but Kaveh Farrokh interestingly demonstrates that their oft-maligned infantry has been much underestimated.The author, born in Athens, Greece, and expert in ancient Persian languages and military history, has been researching the military history and technology of Persia for a quarter of a century. He draws on the latest research and new archaeological evidence, focusing on the organization, equipment and tactics of the armies that dominated the ancient Middle East for so long.",745,History,en,9781473883185,lakhmids
"Najaf, the Gate of wisdom","Tabbaa, Yasser, Mervin, Sabrina",UNESCO,2014-07-28,"Najaf : The Gate of Wisdom is an introduction to one of the world's most sacred cities, illustrated with over 120 photographs and written by authors with first-hand experience of the city. The resting place of Imam 'Ali ibn Abi Talib - considered by Shi'i Islam the rightful successor to the Prophet Muhammed - Najaf is endowed with a unique spiritual significance for millions of Muslims. This book traces the city's history to the present day by surveying its urban form and major religious monuments, providing insight into Shi'i rituals, pilgrimages and funerals in the cemetery of Wadi al-Salam, and offering vivid portraits of its people.",200,Travel,en,9789231000287,lakhmids
The Concise Encyclopædia of Islam,Cyril Glassé,,2008,"The first edition of the Encyclopaedia won worldwide acclaim. As a western scholar of the Islamic faith, Cyril Glassé straddle both cultures and has a respect for and an understanding of both the currrent Islamic world and its complex past. This unique single-volume work covers the contemporary Islamic scene, which includes a substantial entry on the Taliban. This new edition also contains an extensively revised chronology which spans the history of Islam, from its origins through developments in the Muslim world today.",760,History,en,,lakhmids
The Lakhmids of Hira Sons of the Water of Heaven,Yāsamīn Zahrān,Stacey International Publishers,2009,"The first Lakhmids are thought to have emigrated from Yemen in the second century. Establishing their empire across what is now Iraq and North-East Arabia, they held sway across the lands that lay between the the Persians and the Romans. The Lakhmids were a major force among the great pre-Islamic Arab peoples. Lakhmid culture and learning spread widely, and carried much influence. Hira, the centre of the Lakhmid kingdom, was where the early Arabic alphabet was standardized. In The Lakhmids of Hira, Yasmin Zahran brings her lively yet informed style to bear on a hitherto unjustly neglected dynasty of Arabia's history. Introduced by Dr Robert Hoyland, with a chronology and a detailed bibliography, The Lakhmids of Hira is a required addition to the shelves of any Arabist or Middle East historian.",200,History,en,,lakhmids
The Church of the East An Illustrated History of Assyrian Christianity,Christoph Baumer,Bloomsbury Publishing,2016-09-05,"The so-called 'Nestorian' Church (officially known as the Apostolic Assyrian Church of the East, with its See in Baghdad) was one of the most significant Christian communities to develop east of the Roman Empire. In its heyday the Church had 8 million adherents and stretched from the Mediterranean to China. Christoph Baumer is one of the very few Westerners to have visited many of the most important Assyrian sites and has written the only comprehensive history of the Church, which now fights for survival in its country of origin, Iraq, and is almost forgotten in the West. He narrates its rich and colorful trajectory, from its apostolic beginnings to the present day, and discusses the Church's theology, christology, and uniquely vigorous spirituality. He analyzes the Church's turbulent relationship with other Christian chuches and its dialogue with neighboring world religions such as Zoroastrianism, Manichaeism, Islam, Buddhism, and Taoism. Richly illustrated with maps and over 150 full-color photographs, the book will be essential reading for those interested in a fascinating, but neglected Christian community which has profoundly shaped the history of civilization in both East and West.",356,Religion,en,9781838609344,assyrian church
"Ecumenism and Interreligious Dialogue Unitatis Redintegratio, Nostra Aetate",Edward Idris Cassidy,Paulist Press,2005,"""This initial volume in the Rediscovering Vatican II series looks at the relationship between the Catholic Church and other Christian churches (Unitatis Redintegratio - Restoring Christian Unity), and between the Catholic Church and other great religions (Nostra Actate - the Declaration on Interreligious Dialogue).""--BOOK JACKET.",308,Religion,en,0809143380,assyrian church
Encyclopedia of Global Religion,"Mark Juergensmeyer, Wade Clark Roof",SAGE,2012,"Presents entries A to L of a two-volume encyclopedia discussing religion around the globe, including biographies, concepts and theories, places, social issues, movements, texts, and traditions.",1529,Computers,en,9780761927297,assyrian church
Christian Theological Tradition,"Catherine Cory, Michael Hollerich",Routledge,2015-08-13,"This text helps students acquire a basic theological literacy in key persons and events of the Bible and the Christian faith, and in Christianity's encounter with culture at large. Historically arranged, it also addresses five major themes of systematic theology: revelation, God, creation, Jesus, and church.",542,Religion,en,9781317349587,assyrian church
A Spiritual Discovery of the Christians in the Middle East,Gabriel Quicke,Gompel&Svacina,2020-06-22,"This book presents the various Churches and ecclesial communities in the Middle East, focusing on the Assyrian Church of the East, the Oriental Orthodox and the Oriental Catholic Churches, the spiritual heritage of the Coptic, Syriac and Armenian traditions. The Christians in the Middle East can be called a Church of martyrs. Listening to witnesses of faith in the first centuries, as well as to the martyrs of our time, this book reveals the cruel reality of the ‘forgotten genocides’ at the beginning of the twentieth century. The author discusses the role of Christians in the Middle East as bridge builders, and emphasizes the importance of a historical perspective in order to understand better the crisis in the Middle East, the search for the underlying cause of terrorist attacks, a plea for a spirituality of encounter: a growth in openness and a deepening of Christian identity. Finally, he reflects on the responsibility of the West and expresses the firm hope and expectation that there is still a future for the Christians in the Middle East, a new dawn.",130,Religion,en,9789463712255,assyrian church
An Introduction to the History of the Assyrian Church,"W.A. Wigram D.D., Aeterna Press",Aeterna Press,2015-07-31,"This essay is an attempt at the filling of what appeared to the writer to be a distinct void in English ecclesiastical histories; and to give some account of a branch of the Church unknown to all except a very few students, during the most critical and important period of its history. Aeterna Press",240,Religion,en,,assyrian church
"An Introduction to the History of the Assyrian Church Or the Early Christians of the Sassanid Persian Empire, 100-640 A.D.",W. A. Wigram,,2019-09-25,"This insightful history sheds light on the early Christian church of Assyria, during the time of the Sassanid Persian Empire that ruled from the 2nd to the 7th centuries AD. The author's mission is to provide a coherent and sequential narrative of the development of Christianity during the period, that readers may understand how the Christian beliefs took root and flourished. Later, the established church of the east was threatened by persecutions from figures who opposed the spread of Christianity. The sophisticated nature of the church hierarchy, and the extent of its influence upon the rulers and political elements of the Sassanid Persian state, are detailed. Prosperous and ascendant, Sassanid Persia proved to be fertile ground for the development of the new religious culture. An atmosphere of tolerance saw a variety of religions practiced in the Middle East, with Christianity in the ascendance. Despite this, many areas in the Sassanid Empire had little or no Christian worship, and churches were never built upon anywhere close to all the Empire's territory. This period of expansion proved short-lived: by the 4th century persecutions had grown in frequency, and in the 7th century a calamitous war between Persia and Byzantine was accompanied by the spread of a new creed - Islam. Fortuitously the Assyrian church negotiated status as a minority religion, which afforded it legal protection and continuation for centuries to follow.",182,Religion,en,1789871107,assyrian church
The Rites of Christian Initiation Their Evolution and Interpretation,Maxwell E. Johnson,Liturgical Press,2007,"Originally published in 1999, The Rites of Christian Initiation was haled for its clarity and comprehensiveness. Kalian McDonnell, OSB, called it the best overall treatment of Christian initiation available, and Paul Bradshaw predicted it would be the standard textbook on the subject for very many years to come."" The current edition draws on new translations of early texts on baptism as well as recent scholarship on the early traditions in the East and West. It is sure to replace itself as the new standard reference on the rites of Christian initiation. Maxwell E. Johnson's expanded and revised text provides a more complete view of the history and interpretation of the rites in the Eastern Church, including two chapters that explore the pre-Nicene Eastern and Western traditions in detail. Revisiting the theology of baptism, this edition also provides more nuanced positions on the Eastern and Western traditions. Finally, recent liturgical developments in American Protestant churches, particularly Lutheran, as well as the ongoing development of the RCIA and confirmation practices of Catholics, made it necessary to revisit the place and meaning of these rites in the church today. Maxwell E. Johnson, PhD, is professor of liturgy at the University of Notre Dame and an ordained minister of the Evangelical Lutheran Church in America. He has published in Worship and is the editor of and contributor to Living Water, Sealing Spirit: Readings on Christian Initiation (Liturgical Press, 1995) and the revised and expanded edition of E.C. Whitaker, Documents of the Baptismal Liturgy (Liturgical Press and S.P.C.K., 2003), to which this study serves as a companion volume. """,518,Religion,en,0814662153,assyrian church
"Growth in Agreement III International Dialogue Texts and Agreed Statements, 1998-2005","Jeffrey Gros, Thomas F. Best, Lorelei F Fuchs, SA",Wm. B. Eerdmans Publishing,2007,"This volume contains the official dialogue results and common statements issued between 1998 and 2005 by an astonishingly wide range of Christian churches and communions. Reflected here are the solid advances made by well-established dialogue partners, as well as explorations in dialogue by churches new to the dialogue process at world level. Also included is the ecclesiology text adopted by WCC member churches at their assembly in Porto Alegre, Brazil.",641,Religion,en,9780802862297,assyrian church
The Bogomils A Study in Balkan Neo-Manichaeism,"Dimitri Obolensky, Dmitri Obolensky",Cambridge University Press,2004-08-19,"The Bogomils: A Study in Balkan Neo-Manichaeism traces the development of this little-understood heresy from its Middle Eastern roots. The Bogomils derived elements of their doctrine and practice from the Manichaeans and the Paulicians. By the reign of Alexius Comnenus, Bogomilism was rife within the Bulgarian and Byzantine empire and had taken hold even amongst influential families in Constantinople itself. Though they suffered persecution, decline and ultimate disappearance in their Balkan heartlands, the Bogomils were subsequently an influence upon more celebrated heresies in France and Italy. Dmitri Obolensky's magisterial study of Balkan dualism remains the definitive work on Bogomilism.",336,History,en,0521607639,paulicianism
Heresy Trojan Horses Save Us: An Anthology of Heresy Flash Fiction: Volume 5,Andrew Bushard,Free Press Media Press Inc.,,"What Saves Us? Heresy! Thus to Advance Heresy, we should read Heresy Flash Fiction, as such offers Religious Stories, Parables, and Biographies. In his books and videos, motivational speaker Jim Rohn advised us to study the Biographies of Heroes and Heroines, therefore anyone who desires to excel spiritually and Advance their life Goals, should read this volume of Heresy Flash Fiction. This volume focuses on alphabetically the fifth set of Heresy Flash Fiction, Heresies that start with ""N"", ""O"", and ""P"". So when you want to experience the glory of Heresy and when you want to experience the glory of Salvation, kindly choose this anthology. 505 pages.",505,Religion,en,,paulicianism
American Journal of Theology,,,1906,"Vols. 2-6 include ""Theological and Semitic literature for 1898-1901, a bibliographical supplement to the American journal of theology and the American journal of Semitic languages and literatures. By W. Muss-Arnolt."" (Separately paged)",810,Theology,en,,paulicianism
The American Journal of Theology,University of Chicago. Divinity School,,1920,"Vols. 2-6 include ""Theological and Semitic literature for 1898- 1901, a bibliographical supplement to the American journal of theology and the American journal of Semitic languages and literatures. By W. Muss-Arnolt."" (Separately paged)",648,Periodicals,en,,paulicianism
The Balkans and Caucasus Parallel Processes on the Opposite Sides of the Black Sea,"Ivan Bili︠a︡rski, Ovidiu Cristea, Anca Oroveanu",Cambridge Scholars Publishing,2012,"The overall character of the Black Sea region has been defined in various ways. This title brings together contributions from scholars within the Black Sea region and outside it, in an attempt to look at the Balkans and Caucasus from a comparative and multi-disciplinary perspective, highlighting their differences, as well as their common features.",360,Business & Economics,en,,paulicianism
"Syncrétismes Et Hérésies Dans L'Orient Seljoukide Et Ottoman (XIVe-XVIIIe Siècles) Actes Du Colloque Du Collège de France, Octobre 2001",Gilles Veinstein,,2005,"Proceedings of an international conference held at the College de France in 2001, the book is a set of 27 contributions in English and in French of well known experts both in Turkish and Middle Eastern history (11th-18th centuries) and in the history of Religions. The aim was to draw a large picture of the religious richness and complexity of the Seljuk and Ottoman worlds and to comment on the consequences in terms of heresies and syncretisms, two concepts which are currently revisited by the same token. The influence of the dualistic doctrinal legacy is particularly put in light. Simultaneously the effects of the religious context upon Ottoman society and politics are discussed extensively.",444,Religion,en,,paulicianism
The Rise of Bogomilism and Its Penetration Into Constantinople,John Sanidopoulos,,2011,"This study examines the penetration and dissolution of Bogomilism within the Late Eastern Roman Empire. It begins by examining the origins of Bogomilism through the various dualistic sects of the Middle East, Armenia and the Balkans, including those of Zoroastrianism, Manicheism, Gnosticism, Messalianism and Paulicianism, and moves forward in the examination of how Bogomilism emigrated from Bulgaria and Macedonia into the borders of the Roman Empire. Particular attention is paid to Basil the Bogomil, who together with his twelve disciples entered the capital of the Empire, Constantinople, during the reign of Emperor Alexios Komnenos (1056-1118 ad), and had great influence over both the rich and the poor. After the Emperor failed to persuade Basil to deny his heresy and accept Orthodoxy, he had him burned to death in front of numerous spectators in the Hippodrome. This eventually led to the official condemnation of Bogomilism by the Orthodox Church and the fleeing of adherents of Bogomilism to the West where they reestablished themselves. Some attention is given also to how Bogomilism has influenced contemporary trends and theology.After this complete examination, the book focuses on the first complete translation into English of Euthymios Zygabenos' Concerning Bogomilism contained in his Panoplia Dogmatiki (Dogmatic Panoply). This very important text was commissioned by Emperor Alexios, and consists of a complete doctrinal statement of the Bogomilism taught by Basil the Bogomil in Constantinople. This information was obtained by Zygabenos in an interview he conducted with Basil while he was imprisoned. This transcript is a valuable addition in the field of history, patrology, heresiology and church dogma.",161,Bogomiles,en,1933275596,bogomilism
Crimes of Perception,Leonard George,Paragon House Publishers,1995,"Combines scholarship with humor, history with speculation, and philosophy with anecdote...Fascinating. -- Stanley Krippner",392,History,en,,bogomilism
The Hidden Tradition in Europe,Yuri Stoyanov,Penguin Mass Market,1994,"""Christianity has always defined itself through fierce opposition to powerful 'heresies'; yet it is only recently that we have begun to retrieve these remarkable, underground traditions, buried beneath the contempt of the Church."" ""Of these 'heresies' the greatest challenge to the medieval Church was posed by the 'Great Heresy' of the Cathars, who saw themselves as inheritors of a true and long-concealed Christian tradition, but who were also heirs to the age-long teachings of Dualism - the doctrine that cosmos and man are constant battlegrounds between the two principal and irreconcilably opposed forces of good and evil. The Cathars, who were savagely suppressed in the thirteenth century, are the best-known medieval adherents and martyrs of Dualism, but yet behind them we can still glimpse 'one of the most elusive and tenacious heretical sects of the Middle Ages' - the Balkan Bogomils."" ""In this superb piece of scholarly detective work Yuri Stoyanov charts the descent and evolution of Dualism, from the revelations of Zoroaster and the Orphics, via the Dead Sea Scrolls, the Mithraic Mysteries and the great Gnostic teachers, to reconstruct its medieval revival in Europe. His book casts fresh light on some of the most obscure aspects of the history and the teachings of the Bogomils and the Cathars and illuminates unsuspected religious and political undercurrents that lie beneath the surface of official history.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",348,History,en,,bogomilism
Dracula Essays on the Life and Times of Vlad Țepeș,Kurt W. Treptow,,1991,"A collection of 14 scholarly papers on the life and times of the historical Dracula. This impressive research deserves much better than the wretched package containing it. The book production (Romanian) is by far the worst we've seen in decades. Acidic paper is the least of the book's blemishes. Annotation copyrighted by Book News, Inc., Portland, OR",350,Biography & Autobiography,en,,bogomilism
The Tondrakian Movement Religious movements in the Armenian church from the fourth to the tenth centuries,N.V. Nersessian,Wipf and Stock Publishers,1988-01-01,"This long-standing series provides the guild of religion scholars a venue for publishing aimed primarily at colleagues. It includes scholarly monographs, revised dissertations, Festschriften, conference papers, and translations of ancient and medieval documents. Works cover the sub-disciplines of biblical studies, history of Christianity, history of religion, theology, and ethics. Festschriften for Karl Barth, Donald W. Dayton, James Luther Mays, Margaret R. Miles, and Walter Wink are among the seventy-five volumes that have been published. Contributors include: C. K. Barrett, Francois Bovon, Paul S. Chung, Marie-Helene Davies, Frederick Herzog, Ben F. Meyer, Pamela Ann Moeller, Rudolf Pesch, D. Z. Phillips, Rudolf Schnackenburgm Eduard Schweizer, John Vissers",157,Religion,en,9780915138999,tondrakians
Armenian Christianity Today Identity Politics and Popular Practice,Alexander Agadjanian,Routledge,2016-04-15,"Armenian Christianity Today examines contemporary religious life and the social, political, and cultural functions of religion in the post-Soviet Republic of Armenia and in the Armenian Diaspora worldwide. Scholars from a range of countries and disciplines explore current trends and everyday religiosity, particularly within the Armenian Apostolic Church (AAC), and amongst Armenian Catholics, Protestants and vernacular religions. Themes examined include: Armenian grass-roots religiosity; the changing forms of regular worship and devotion; various types of congregational life; and the dynamics of social composition of both the clergy and lay believers. Exploring through the lens of Armenia, this book considers wider implications of ’postsecular’ trends in the role of global religion.",286,Religion,en,9781317178576,tondrakians
"The Ottoman East in the Nineteenth Century Societies, Identities and Politics","Ali Sipahi, Dzovinar Derderian, Yasar Tolga Cora",Bloomsbury Publishing,2016-06-10,"The Ottoman East what is also called Western Armenia, Northern Kurdistan or Eastern Anatolia compared to other peripheries of the Ottoman Empire, has received very little attention in Ottoman historiography. So-called taboo subjects such as the fate of Ottoman Armenians and the Kurdish Question during the latter years of the Ottoman Empire have contributed to this dearth of analysis. By integrating the Armenian and Kurdish elements into the study of the Ottoman Empire, this book seeks to emphasise the interaction of different ethno-religious groups. As an area where Ottoman centralization faced unsurpassable challenges, the Ottoman East offers an ideal opportunity to examine an alternative social and political model for imperial governance and the means by which provincial rule interacted with the Ottoman centre. Discussing vital issues across this geographical area, such as trade routes, regional economic trends, migration patterns and the molding of local and national identities, this book offers a unique and fresh approach to the history and politics of modernization and empire in the wider region.""",346,History,en,9781786730343,tondrakians
Missions and Preaching Connected and Decompartmentalised Perspectives from the Middle East and North Africa (19th-21st Century),,BRILL,2022-09-12,"Based on a connected, relational and multidisciplinary approach (history, ethnography, political science, and theology), Mission and Preaching tackles the notion of mission through the analysis of preaching activities and religious dynamics across Christianity, Islam and Judaism, in the Middle East and North Africa, from the late 19th century until today. The 13 chapters reveal points of contact, exchange, and circulation, considering the MENA region as a central observatory. The volume offers a new chronology of the missionary phenomenon and calls for further cross-cutting approaches to decompartmentalise it, arguing that these approaches constitute useful entry points to shed new light on religious dynamics and social transformations in the MENA region. Contributors Necati Alkan, Federico Alpi, Gabrielle Angey, Armand Aupiais, Katia Boissevain, Naima Bouras, Philippe Bourmaud, Gaetan du Roy, Séverine Gabry-Thienpont, Maria-Chiara Giorda, Bernard Heyberger, Emir Mahieddin, Michael Marten, Norig Neveu, Maria Chiara Rioli, Karène Sanchez Summerer, Heather Sharkey, Ester Sigillò, Sébastien Tank Storper, Emanuela Trevisan Semi, Annalaura Turiano and Vincent Vilmain.",509,History,en,9789004449633,tondrakians
History of the Caucasus Volume 1: At the Crossroads of Empires,Christoph Baumer,Bloomsbury Publishing,2021-08-26,"“Magnificent [and] wondrous.” The Spectator ""Rich and illuminating."" Literary Review ""Phenomenally accurate."" History Today ""Stunning."" The Morning Star ""Sweeping."" The New European ""A wonderful book."" Current World Archaeology ""In a class of its own."" The Caspian Post A landscape of high mountains and narrow valleys stretching from the Black to the Caspian Seas, the Caucasus region has been home to human populations for nearly 2 million years. In this richly illustrated 2-volume series, historian and explorer Christoph Baumer tells the story of the region's history through to the present day. It is a story of encounters between many different peoples, from Scythians, Turkic and Mongol peoples of the East to Greeks and Romans from the West, from Indo-European tribes from the West as well as the East, and to Arabs and Iranians from the South. It is a story of rival claims by Empires and nations and of how the region has become home to more than 50 languages that can be heard within its borders to this very day. This first volume charts the period from the emergence of the earliest human populations in the region – the first known human populations outside Africa - to the Seljuk conquests of 1050CE. Along the way the book charts the development of Neolithic, Iron and Bronze Age cultures, the first recognizable Caucasian state and the arrival of a succession of the great transnational Empires, from the Greeks, the Romans and the Armenian to competing Christian and Muslim conquerors. The History of the Caucasus: Volume 1 also includes more than 200 full colour images and maps bringing the changing cultures of these lands vividly to life.",394,History,en,9780755639694,tondrakians
The Political Economy of Human Rights in Armenia Authoritarianism and Democracy in a Former Soviet Republic,Simon Payaslian,Bloomsbury Publishing,2011-06-30,"Since its independence from the Soviet Union in 1991, Armenia has experienced a reversal from democratization to a Soviet-style authoritarian regime and has been accused of repressive approaches to human rights. Here, Simon Payaslian juxtaposes a masterful survey of the history of the Armenian people from the nineteenth century through the first republic (1918-21) and Sovietization to the present, with the evolution of international human rights standards, and argues that a statist and authoritarian political culture has impeded political liberalization and institutionalization of human rights principles. Highlighting the clash between sovereignty on one side and human rights and democracy on the other, this comprehensive and in-depth analysis is essential for all those interested in human rights, democratization, political repression and the former Soviet republics.",430,History,en,9780857720054,tondrakians
Ararat Associations,Dick Tahta,"Germinal Productions, Limited/ Black Apollo Press",2006,"When he first saw Atom Egoyan's film, Ararat, Dick Tahta was intrigued by the many associations it summoned up for him. The film is crammed with brief conversations and scenes that linked with memories of his childhood in a small Armenian community in Manchester in the nineteen-thirties and with the various aspects of Armenian culture that are - as in any immigrant community - carefully nourished by Armenians all over the world. Above all, the film delicately raises the issue of what later generations have made of the terrible experiences of their ancestors in the last years of the Ottoman Empire. As well as giving a penetrating insight into Egoyan's film, Tahta offers some fascinating interpretations of Armenian history, religion, language and literature. His digressions into youthful memories, family history and his own travels through Eastern Anatolia, give this book a warm and personal feel. Dick Tahta was born in Manchester, of parents who had survived the events of 1915. They were keen for their children to have an English education but made sure that they spoke Armenian at home. As a second-generation immigrant, he was interested (like some of the characters in the film) in the nature of identity and its definition by criteria other than ethnicity. He raised four children with his late wife Hilary; he was a mathematics teacher and then a university lecturer. Now he is retired and is a widower and grandfather.",252,Biography & Autobiography,en,,tondrakians
Great Historians from Antiquity to 1800 An International Dictionary,"Lucian Boia, International Committee of Historical Sciences. Commission of the History of Historiography",Greenwood,1989-12-06,"A biographical dictionary in the field of historiography, this volume consists of brief articles on the life and work of 600 historians from all over the world. The introduction by Boia traces the evolution of the field. Entries are arranged alphabetically by country or geographic area, and include brief bibliographies. Reference & Research Book News The result of an extensive international collaboration between scholars and researchers, this volume is the first biographical dictionary in the field of the history of historiography ever published. The work includes brief articles on the life and work of 600 historians from all over the world, from the beginnings of historiography to 1800. The historians covered include both those of international renown and those whose focus and reputation are national. Boia's introductory essay traces the evolution of historiography from its beginnings in antiquity around 3000 B.C. through the end of the eighteenth century when history began to be professionalized. Entries are arranged alphabetically by country or geographic area. Each entry includes a brief bibliography for the convenience of readers wishing to consult additional sources. An index of historians and a general subject index complete the work. Of particular value to teachers and students of history, this volume will also be of significant interest to the general reader wishing an authoritative and easy-to-use guide to historians and historiography.",456,Biography & Autobiography,en,,tondrakians
A Concise History of the Armenian People (from Ancient Times to the Present),George A. Bournoutian,,2002,"The first part of the study discusses the origins of the Armenians, the Urartian Kingdom, Armenia and the Achaemenid, Seleucid, Parthian, Roman, Sasanid and Byzantine periods. It also examines Christinaity in Armenia and the development of an alphabet and literature. The work then continues with the history of Armenia during the Arab, Turkish and Mongol periods. A separate chapter deals with the history of Cilician Armenia and the Crusades. The second part concentrates on the Armenian communities in the Ottoman, Persian, Indian, and Russian empires (1500-1918). It also details the Armenian diaspora in Eastern and Western Europe, Africa, the Arab World, the Far East, and the Americas. The study concludes with lengthy chapters on the history of the three Armenian republics (1918-1920); (1921-1991Soviet Armenia); and the current Armenian republic (1991-2001)",524,History,en,,tondrakians
"History of the Imams and Seyyids of 'Oman by Salil-ibn-Razik, from A.D. 661-1856",George Percy Badger,Taylor & Francis,2017-05-15,"Translated from the Original Arabic and Edited, with Notes, Appendices, and an Introduction, continuing the History down to 1870. This is a new print-on-demand hardback edition of the volume first published in 1871.",369,History,en,9781317121657,himyar
Lexicon of Jewish Names in Late Antiquity: Palestine 200-650,Ṭal Ilan,Mohr Siebeck,2002,"""In this lexicon Tal Ilan collects all the information on names of Jews in Palestine and the people who bore them between 330 BCE, a date which marks the Hellenistic conquest of Palestine, and 200 CE, the date usually assigned to the close of the mishnaic period, and the early Roman Empire. Thereby she includes names from literary sources as well as those found in epigraphic and papyrological documents. Tal Ilan discusses the provenance of the names and explains them etymologically, given the many possible sources of influence for the names at that time."" ""In addition she shows the division between the use of biblical names and the use of Greek and other foreign names. She analyzes the identity of the persons and the choice of name and points out the most popular names at the time. The lexicon is accompanied by a lengthy and comprehensive introduction that scrutinizes the main trends in name giving current at the time."" --Book Jacket.",658,History,en,3161502078,himyar
